@_fa,@seq,author-url,authid,authname,surname,given-name,initials,afid.@_fa,afid.$,entry_number,orcid
true,3,https://api.elsevier.com/content/author/author_id/57207962613,57207962613,Lang D.,Lang,Doyle,D.,true,60017252,4,NA
true,4,https://api.elsevier.com/content/author/author_id/57203822025,57203822025,Huang N.,Huang,Nicholas,N.,true,60017252,4,NA
true,5,https://api.elsevier.com/content/author/author_id/57191272117,57191272117,O'Connell J.F.,O'Connell,Jennifer F.,J.F.,true,60017252,4,NA
true,6,https://api.elsevier.com/content/author/author_id/6701808473,6701808473,Camandola S.,Camandola,Simonetta,S.,true,60017252,4,NA
true,7,https://api.elsevier.com/content/author/author_id/7202144917,7202144917,Egan J.M.,Egan,Josephine M.,J.M.,true,60017252,4,NA
true,1,https://api.elsevier.com/content/author/author_id/57209802440,57209802440,Jung Y.J.,Jung,Yoo Jin,Y.J.,true,60017252,5,NA
true,2,https://api.elsevier.com/content/author/author_id/7003368878,7003368878,Tweedie D.,Tweedie,David,D.,true,60017252,5,NA
true,3,https://api.elsevier.com/content/author/author_id/15021457200,15021457200,Scerba M.T.,Scerba,Michael T.,M.T.,true,60017252,5,NA
true,4,https://api.elsevier.com/content/author/author_id/7006685576,7006685576,Greig N.H.,Greig,Nigel H.,N.H.,true,60017252,5,NA
true,1,https://api.elsevier.com/content/author/author_id/57203040205,57203040205,Reynolds R.H.,Reynolds,Regina H.,R.H.,true,60109771,6,0000-0001-6470-7919
true,2,https://api.elsevier.com/content/author/author_id/6603778116,6603778116,Botía J.,Botía,Juan,J.,true,60109771,6,NA
true,3,https://api.elsevier.com/content/author/author_id/55630773200,55630773200,Nalls M.A.,Nalls,Mike A.,M.A.,true,60017252,6,NA
true,4,https://api.elsevier.com/content/author/author_id/24438206900,24438206900,Noyce A.J.,Noyce,Alastair J.,A.J.,true,60109771,6,NA
true,5,https://api.elsevier.com/content/author/author_id/56785353800,56785353800,Nicolas A.,Nicolas,Aude,A.,true,60017252,6,NA
true,6,https://api.elsevier.com/content/author/author_id/7006533543,7006533543,Cookson M.R.,Cookson,Mark R.,M.R.,true,60017252,6,NA
true,7,https://api.elsevier.com/content/author/author_id/56586205000,56586205000,Bandres-Ciga S.,Bandres-Ciga,Sara,S.,true,60017252,6,NA
true,8,https://api.elsevier.com/content/author/author_id/16028171700,16028171700,Gibbs J.R.,Gibbs,J. Raphael,J.R.,true,60017252,6,NA
true,9,https://api.elsevier.com/content/author/author_id/7201790697,7201790697,Hernandez D.G.,Hernandez,Dena G.,D.G.,true,60017252,6,NA
true,10,https://api.elsevier.com/content/author/author_id/7006092717,7006092717,Singleton A.B.,Singleton,Andrew B.,A.B.,true,60017252,6,NA
true,11,https://api.elsevier.com/content/author/author_id/40561536800,40561536800,Reed X.,Reed,Xylena,X.,true,60017252,6,NA
true,12,https://api.elsevier.com/content/author/author_id/7005060418,7005060418,Leonard H.,Leonard,Hampton,H.,true,60017252,6,NA
true,13,https://api.elsevier.com/content/author/author_id/54881254200,54881254200,Blauwendraat C.,Blauwendraat,Cornelis,C.,true,60017252,6,NA
true,14,https://api.elsevier.com/content/author/author_id/55536647700,55536647700,Faghri F.,Faghri,Faraz,F.,true,60017252,6,NA
true,15,https://api.elsevier.com/content/author/author_id/57200436456,57200436456,Bras J.,Bras,Jose,J.,true,60022148,6,NA
true,16,https://api.elsevier.com/content/author/author_id/57200994996,57200994996,Guerreiro R.,Guerreiro,Rita,R.,true,60022148,6,NA
true,17,https://api.elsevier.com/content/author/author_id/36189161300,36189161300,Tucci A.,Tucci,Arianna,A.,true,60022148,6,NA
true,18,https://api.elsevier.com/content/author/author_id/57194722724,57194722724,Kia D.A.,Kia,Demis A.,D.A.,true,60022148,6,NA
true,19,https://api.elsevier.com/content/author/author_id/7003363686,7003363686,Houlden H.,Houlden,Henry,H.,true,60022148,6,NA
true,20,https://api.elsevier.com/content/author/author_id/57203606367,57203606367,Plun-Favreau H.,Plun-Favreau,Helene,H.,true,60022148,6,NA
true,21,https://api.elsevier.com/content/author/author_id/36437536800,36437536800,Mok K.Y.,Mok,Kin Y.,K.Y.,true,60022148,6,NA
true,22,https://api.elsevier.com/content/author/author_id/7202960784,7202960784,Wood N.W.,Wood,Nicholas W.,N.W.,true,60022148,6,NA
true,23,https://api.elsevier.com/content/author/author_id/57205131565,57205131565,Lovering R.,Lovering,Ruth,R.,true,60022148,6,NA
true,24,https://api.elsevier.com/content/author/author_id/57207702321,57207702321,R’Bibo L.,R’Bibo,Lea,L.,true,60022148,6,NA
true,25,https://api.elsevier.com/content/author/author_id/13007960600,13007960600,Rizig M.,Rizig,Mie,M.,true,60022148,6,NA
true,26,https://api.elsevier.com/content/author/author_id/57188682705,57188682705,Chelban V.,Chelban,Viorica,V.,true,60022148,6,NA
true,27,https://api.elsevier.com/content/author/author_id/57204744550,57204744550,Trabzuni D.,Trabzuni,Daniah,D.,true,60022148,6,NA
true,28,https://api.elsevier.com/content/author/author_id/57195326972,57195326972,Tan M.,Tan,Manuela,M.,true,60022148,6,NA
true,29,https://api.elsevier.com/content/author/author_id/7401534782,7401534782,Morris H.R.,Morris,Huw R.,H.R.,true,60022148,6,NA
true,30,https://api.elsevier.com/content/author/author_id/56493153900,56493153900,Middlehurst B.,Middlehurst,Ben,B.,true,60020661,6,NA
true,31,https://api.elsevier.com/content/author/author_id/7401547936,7401547936,Quinn J.,Quinn,John,J.,true,60020661,6,NA
true,32,https://api.elsevier.com/content/author/author_id/57200918410,57200918410,Billingsley K.,Billingsley,Kimberley,K.,true,60020661,6,NA
true,33,https://api.elsevier.com/content/author/author_id/57172024600,57172024600,Holmans P.,Holmans,Peter,P.,true,60170145,6,NA
true,34,https://api.elsevier.com/content/author/author_id/13605341200,13605341200,Kinghorn K.J.,Kinghorn,Kerri J.,K.J.,true,60022148,6,NA
true,35,https://api.elsevier.com/content/author/author_id/14045338700,14045338700,Lewis P.,Lewis,Patrick,P.,true,60012197,6,NA
true,36,https://api.elsevier.com/content/author/author_id/55831380100,55831380100,Escott-Price V.,Escott-Price,Valentina,V.,true,60103683,6,NA
true,37,https://api.elsevier.com/content/author/author_id/57222346583,57222346583,Williams N.,Williams,Nigel,N.,true,60103683,6,NA
true,38,https://api.elsevier.com/content/author/author_id/57215196433,57215196433,Foltynie T.,Foltynie,Thomas,T.,true,60019953,6,NA
true,39,https://api.elsevier.com/content/author/author_id/56401594400,56401594400,Brice A.,Brice,Alexis,A.,true,60001422,6,NA
true,40,https://api.elsevier.com/content/author/author_id/23476436400,23476436400,Danjou F.,Danjou,Fabrice,F.,true,60001422,6,NA
true,41,https://api.elsevier.com/content/author/author_id/7005558535,7005558535,Lesage S.,Lesage,Suzanne,S.,true,60001422,6,NA
true,42,https://api.elsevier.com/content/author/author_id/55694576000,55694576000,Corvol J.C.,Corvol,Jean Christophe,J.C.,true,60001422,6,NA
true,43,https://api.elsevier.com/content/author/author_id/57201074597,57201074597,Martinez M.,Martinez,Maria,M.,true,60001422,6,NA
true,44,https://api.elsevier.com/content/author/author_id/57155948800,57155948800,Giri A.,Giri,Anamika,A.,true,60084331,6,NA
true,45,https://api.elsevier.com/content/author/author_id/57207902594,57207902594,Schulte C.,Schulte,Claudia,C.,true,60084331,6,NA
true,46,https://api.elsevier.com/content/author/author_id/36058538900,36058538900,Brockmann K.,Brockmann,Kathrin,K.,true,60084331,6,NA
true,47,https://api.elsevier.com/content/author/author_id/8509226500,8509226500,Simón-Sánchez J.,Simón-Sánchez,Javier,J.,true,60084331,6,NA
true,48,https://api.elsevier.com/content/author/author_id/7005566654,7005566654,Heutink P.,Heutink,Peter,P.,true,60084331,6,NA
true,49,https://api.elsevier.com/content/author/author_id/57212932702,57212932702,Gasser T.,Gasser,Thomas,T.,true,60084331,6,NA
true,50,https://api.elsevier.com/content/author/author_id/6701666993,6701666993,Rizzu P.,Rizzu,Patrizia,P.,true,60103674,6,NA
true,51,https://api.elsevier.com/content/author/author_id/57202974421,57202974421,Sharma M.,Sharma,Manu,M.,true,60017246,6,NA
true,52,https://api.elsevier.com/content/author/author_id/57197291395,57197291395,Shulman J.M.,Shulman,Joshua M.,J.M.,true,60002441,6,NA
true,53,https://api.elsevier.com/content/author/author_id/57189712222,57189712222,Robak L.,Robak,Laurie,L.,true,60002441,6,NA
true,54,https://api.elsevier.com/content/author/author_id/15053483700,15053483700,Lubbe S.,Lubbe,Steven,S.,true,60013227,6,NA
true,55,https://api.elsevier.com/content/author/author_id/35176436700,35176436700,Mencacci N.E.,Mencacci,Niccolo E.,N.E.,true,60013227,6,NA
true,56,https://api.elsevier.com/content/author/author_id/7004508339,7004508339,Finkbeiner S.,Finkbeiner,Steven,S.,true,60023691,6,NA
true,57,https://api.elsevier.com/content/author/author_id/57825430900,57825430900,Lungu C.,Lungu,Codrin,C.,true,60013780,6,NA
true,58,https://api.elsevier.com/content/author/author_id/57219521472,57219521472,Scholz S.W.,Scholz,Sonja W.,S.W.,true,60013780,6,NA
true,59,https://api.elsevier.com/content/author/author_id/24437422000,24437422000,Gan-Or Z.,Gan-Or,Ziv,Z.,true,60030616,6,NA
true,60,https://api.elsevier.com/content/author/author_id/57192120844,57192120844,Rouleau G.A.,Rouleau,Guy A.,G.A.,true,60030616,6,NA
true,61,https://api.elsevier.com/content/author/author_id/57215531624,57215531624,Krohan L.,Krohan,Lynne,L.,true,60002494,6,NA
true,62,https://api.elsevier.com/content/author/author_id/7006850121,7006850121,van Hilten J.J.,van Hilten,Jacobus J.,J.J.,true,60015618,6,NA
true,63,https://api.elsevier.com/content/author/author_id/6601933976,6601933976,Marinus J.,Marinus,Johan,J.,true,60015618,6,NA
true,64,https://api.elsevier.com/content/author/author_id/57204640111,57204640111,Adarmes-Gómez A.D.,Adarmes-Gómez,Astrid D.,A.D.,true,60033267,6,NA
true,65,https://api.elsevier.com/content/author/author_id/55348169100,55348169100,Bernal-Bernal I.,Bernal-Bernal,Inmaculada,I.,true,60033267,6,NA
true,66,https://api.elsevier.com/content/author/author_id/55747711200,55747711200,Bonilla-Toribio M.,Bonilla-Toribio,Marta,M.,true,60033267,6,NA
true,67,https://api.elsevier.com/content/author/author_id/57202154229,57202154229,Buiza-Rueda D.,Buiza-Rueda,Dolores,D.,true,60033267,6,NA
true,68,https://api.elsevier.com/content/author/author_id/25222781100,25222781100,Carrillo F.,Carrillo,Fátima,F.,true,60033267,6,NA
true,69,https://api.elsevier.com/content/author/author_id/57204640857,57204640857,Carrión-Claro M.,Carrión-Claro,Mario,M.,true,60033267,6,NA
true,70,https://api.elsevier.com/content/author/author_id/14060780400,14060780400,Mir P.,Mir,Pablo,P.,true,60033267,6,NA
true,71,https://api.elsevier.com/content/author/author_id/12781472700,12781472700,Gómez-Garre P.,Gómez-Garre,Pilar,P.,true,60033267,6,NA
true,72,https://api.elsevier.com/content/author/author_id/55213583800,55213583800,Jesús S.,Jesús,Silvia,S.,true,60033267,6,NA
true,73,https://api.elsevier.com/content/author/author_id/57204649154,57204649154,Labrador-Espinosa M.A.,Labrador-Espinosa,Miguel A.,M.A.,true,60033267,6,NA
true,74,https://api.elsevier.com/content/author/author_id/57204638760,57204638760,Macias D.,Macias,Daniel,D.,true,60033267,6,NA
true,75,https://api.elsevier.com/content/author/author_id/55747056100,55747056100,Vargas-González L.,Vargas-González,Laura,L.,true,60033267,6,NA
true,76,https://api.elsevier.com/content/author/author_id/57203170965,57203170965,Méndez-del-Barrio C.,Méndez-del-Barrio,Carlota,C.,true,60033267,6,NA
true,77,https://api.elsevier.com/content/author/author_id/57202160282,57202160282,Periñán-Tocino T.,Periñán-Tocino,Teresa,T.,true,60033267,6,NA
true,78,https://api.elsevier.com/content/author/author_id/57192419199,57192419199,Tejera-Parrado C.,Tejera-Parrado,Cristina,C.,true,60033267,6,NA
true,79,https://api.elsevier.com/content/author/author_id/57192395806,57192395806,Diez-Fairen M.,Diez-Fairen,Monica,M.,true,60015366,6,NA
true,80,https://api.elsevier.com/content/author/author_id/20633347600,20633347600,Aguilar M.,Aguilar,Miquel,M.,true,60015366,6,NA
true,81,https://api.elsevier.com/content/author/author_id/57198450538,57198450538,Alvarez I.,Alvarez,Ignacio,I.,true,60015366,6,NA
true,82,https://api.elsevier.com/content/author/author_id/57204648942,57204648942,Boungiorno M.T.,Boungiorno,María Teresa,M.T.,true,60015366,6,NA
true,83,https://api.elsevier.com/content/author/author_id/57148169500,57148169500,Carcel M.,Carcel,Maria,M.,true,60015366,6,NA
true,84,https://api.elsevier.com/content/author/author_id/56513542800,56513542800,Pastor P.,Pastor,Pau,P.,true,60015366,6,NA
true,85,https://api.elsevier.com/content/author/author_id/55042315400,55042315400,Tartari J.P.,Tartari,Juan Pablo,J.P.,true,60015366,6,NA
true,86,https://api.elsevier.com/content/author/author_id/57198083579,57198083579,Alvarez V.,Alvarez,Victoria,V.,true,60016862,6,NA
true,87,https://api.elsevier.com/content/author/author_id/59454622900,59454622900,González M.M.,González,Manuel Menéndez,M.M.,true,60016862,6,NA
true,88,https://api.elsevier.com/content/author/author_id/57221794390,57221794390,Blazquez M.,Blazquez,Marta,M.,true,60016862,6,NA
true,89,https://api.elsevier.com/content/author/author_id/57204645489,57204645489,Garcia C.,Garcia,Ciara,C.,true,60016862,6,NA
true,90,https://api.elsevier.com/content/author/author_id/57204649742,57204649742,Suarez-Sanmartin E.,Suarez-Sanmartin,Esther,E.,true,60016862,6,NA
true,91,https://api.elsevier.com/content/author/author_id/15128552900,15128552900,Barrero F.J.,Barrero,Francisco Javier,F.J.,true,112608906,6,NA
true,92,https://api.elsevier.com/content/author/author_id/57204515204,57204515204,Rezola E.M.,Rezola,Elisabet Mondragon,E.M.,true,60122497,6,NA
true,93,https://api.elsevier.com/content/author/author_id/57208351683,57208351683,Yarza J.A.B.,Yarza,Jesús Alberto Bergareche,J.A.B.,true,60122497,6,NA
true,94,https://api.elsevier.com/content/author/author_id/57208353246,57208353246,Pagola A.G.,Pagola,Ana Gorostidi,A.G.,true,60122497,6,NA
true,95,https://api.elsevier.com/content/author/author_id/57208352495,57208352495,de Munain Arregui A.L.,de Munain Arregui,Adolfo López,A.L.,true,60122497,6,NA
true,96,https://api.elsevier.com/content/author/author_id/6603443946,6603443946,Ruiz-Martínez J.,Ruiz-Martínez,Javier,J.,true,60122497,6,NA
true,97,https://api.elsevier.com/content/author/author_id/57190177923,57190177923,Cerdan D.,Cerdan,Debora,D.,true,60022639,6,NA
true,98,https://api.elsevier.com/content/author/author_id/8079891200,8079891200,Duarte J.,Duarte,Jacinto,J.,true,60022639,6,NA
true,99,https://api.elsevier.com/content/author/author_id/57195450094,57195450094,Clarimón J.,Clarimón,Jordi,J.,true,60023020,6,NA
true,100,https://api.elsevier.com/content/author/author_id/54683717000,54683717000,Dols-Icardo O.,Dols-Icardo,Oriol,O.,true,60023020,6,NA
true,1,https://api.elsevier.com/content/author/author_id/57191842499,57191842499,Andrade D.,Andrade,Daniel,D.,true,60012414,7,NA
true,2,https://api.elsevier.com/content/author/author_id/56939872900,56939872900,Mehta M.,Mehta,Meghna,M.,true,60012414,7,NA
true,3,https://api.elsevier.com/content/author/author_id/57191836159,57191836159,Griffith J.,Griffith,James,J.,true,60012414,7,NA
true,4,https://api.elsevier.com/content/author/author_id/59439219000,59439219000,Oh S.,Oh,Sangphil,S.,true,60029833,7,NA
true,5,https://api.elsevier.com/content/author/author_id/56084659200,56084659200,Corbin J.,Corbin,Joshua,J.,true,60012414,7,NA
true,6,https://api.elsevier.com/content/author/author_id/54584817400,54584817400,Babu A.,Babu,Anish,A.,true,60029833,7,NA
true,7,https://api.elsevier.com/content/author/author_id/13611167600,13611167600,De S.,De,Supriyo,S.,true,60017252,7,NA
true,8,https://api.elsevier.com/content/author/author_id/56919017000,56919017000,Chen A.,Chen,Allshine,A.,true,60029833,7,NA
true,9,https://api.elsevier.com/content/author/author_id/57202110530,57202110530,Zhao Y.D.,Zhao,Yan D.,Y.D.,true,60029833,7,NA
true,10,https://api.elsevier.com/content/author/author_id/57209288214,57209288214,Husain S.,Husain,Sanam,S.,true,60012414,7,NA
true,11,https://api.elsevier.com/content/author/author_id/56308773400,56308773400,Roy S.,Roy,Sudeshna,S.,true,60025111,7,NA
true,12,https://api.elsevier.com/content/author/author_id/57188646143,57188646143,Xu L.,Xu,Liang,L.,true,60007828,7,NA
true,13,https://api.elsevier.com/content/author/author_id/7005733518,7005733518,Aube J.,Aube,Jeffrey,J.,true,60025111,7,NA
true,14,https://api.elsevier.com/content/author/author_id/7006227077,7006227077,Janknecht R.,Janknecht,Ralf,R.,true,60029833,7,NA
true,15,https://api.elsevier.com/content/author/author_id/26643133700,26643133700,Gorospe M.,Gorospe,Myriam,M.,true,60017252,7,NA
true,16,https://api.elsevier.com/content/author/author_id/35476121800,35476121800,Herman T.,Herman,Terence,T.,true,60012414,7,NA
true,17,https://api.elsevier.com/content/author/author_id/57211529027,57211529027,Ramesh R.,Ramesh,Rajagopal,R.,true,60029833,7,NA
true,18,https://api.elsevier.com/content/author/author_id/57203083321,57203083321,Munshi A.,Munshi,Anupama,A.,true,60012414,7,NA
true,1,https://api.elsevier.com/content/author/author_id/57200918410,57200918410,Billingsley K.J.,Billingsley,Kimberley J.,K.J.,true,60020661,8,NA
true,2,https://api.elsevier.com/content/author/author_id/26538457800,26538457800,Barbosa I.A.,Barbosa,Ines A.,I.A.,true,60011520,8,NA
true,3,https://api.elsevier.com/content/author/author_id/56586205000,56586205000,Bandrés-Ciga S.,Bandrés-Ciga,Sara,S.,true,60017252,8,NA
true,4,https://api.elsevier.com/content/author/author_id/7401547936,7401547936,Quinn J.P.,Quinn,John P.,J.P.,true,60020661,8,NA
true,5,https://api.elsevier.com/content/author/author_id/6603916968,6603916968,Bubb V.J.,Bubb,Vivien J.,V.J.,true,60020661,8,NA
true,6,https://api.elsevier.com/content/author/author_id/23993830500,23993830500,Deshpande C.,Deshpande,Charu,C.,true,60005518,8,NA
true,7,https://api.elsevier.com/content/author/author_id/6603778116,6603778116,Botia J.A.,Botia,Juan A.,J.A.,true,60000130,8,NA
true,8,https://api.elsevier.com/content/author/author_id/57203040205,57203040205,Reynolds R.H.,Reynolds,Regina H.,R.H.,true,60019953,8,0000-0001-6470-7919
true,9,https://api.elsevier.com/content/author/author_id/57206457146,57206457146,Zhang D.,Zhang,David,D.,true,60019953,8,NA
true,10,https://api.elsevier.com/content/author/author_id/55605775809,55605775809,Simpson M.A.,Simpson,Michael A.,M.A.,true,60011520,8,NA
true,11,https://api.elsevier.com/content/author/author_id/54881254200,54881254200,Blauwendraat C.,Blauwendraat,Cornelis,C.,true,60017252,8,NA
true,12,https://api.elsevier.com/content/author/author_id/24437422000,24437422000,Gan-Or Z.,Gan-Or,Ziv,Z.,true,60030616,8,NA
true,13,https://api.elsevier.com/content/author/author_id/16028171700,16028171700,Gibbs J.R.,Gibbs,J. Raphael,J.R.,true,60017252,8,NA
true,14,https://api.elsevier.com/content/author/author_id/55630773200,55630773200,Nalls M.A.,Nalls,Mike A.,M.A.,true,60017252,8,NA
true,15,https://api.elsevier.com/content/author/author_id/7006092717,7006092717,Singleton A.,Singleton,Andrew,A.,true,60017252,8,NA
true,16,https://api.elsevier.com/content/author/author_id/24438206900,24438206900,Noyce A.,Noyce,A.,A.,true,60021435,8,NA
true,17,https://api.elsevier.com/content/author/author_id/36189161300,36189161300,Tucci A.,Tucci,A.,A.,true,60019953,8,NA
true,18,https://api.elsevier.com/content/author/author_id/56493153900,56493153900,Middlehurst B.,Middlehurst,B.,B.,true,60020661,8,NA
true,19,https://api.elsevier.com/content/author/author_id/57194722724,57194722724,Kia D.,Kia,D.,D.,true,60019953,8,NA
true,20,https://api.elsevier.com/content/author/author_id/57195326972,57195326972,Tan M.,Tan,M.,M.,true,60022148,8,NA
true,21,https://api.elsevier.com/content/author/author_id/7003363686,7003363686,Houlden H.,Houlden,H.,H.,true,60019953,8,NA
true,22,https://api.elsevier.com/content/author/author_id/7401534782,7401534782,Morris H.R.,Morris,H. R.,H.R.,true,60022148,8,NA
true,23,https://api.elsevier.com/content/author/author_id/57203606367,57203606367,Plun-Favreau H.,Plun-Favreau,H.,H.,true,60019953,8,NA
true,24,https://api.elsevier.com/content/author/author_id/57172024600,57172024600,Holmans P.,Holmans,P.,P.,true,60170145,8,NA
true,25,https://api.elsevier.com/content/author/author_id/56210513900,56210513900,Hardy J.,Hardy,J.,J.,true,60019953,8,NA
true,26,https://api.elsevier.com/content/author/author_id/57204744550,57204744550,Trabzuni D.,Trabzuni,D.,D.,true,60019953,8,NA
true,27,https://api.elsevier.com/content/author/author_id/57220530727,57220530727,Bras J.,Bras,J.,J.,true,60019953,8,NA
true,28,https://api.elsevier.com/content/author/author_id/36437536800,36437536800,Mok K.,Mok,K.,K.,true,60019953,8,NA
true,29,https://api.elsevier.com/content/author/author_id/13605341200,13605341200,Kinghorn K.,Kinghorn,K.,K.,true,60022148,8,NA
true,30,https://api.elsevier.com/content/author/author_id/7202960784,7202960784,Wood N.,Wood,N.,N.,true,60019953,8,NA
true,31,https://api.elsevier.com/content/author/author_id/14045338700,14045338700,Lewis P.,Lewis,P.,P.,true,60012197,8,NA
true,32,https://api.elsevier.com/content/author/author_id/57200994996,57200994996,Guerreiro R.,Guerreiro,R.,R.,true,60019953,8,NA
true,33,https://api.elsevier.com/content/author/author_id/57205131565,57205131565,Lovering R.,Lovering,R.,R.,true,60022148,8,NA
true,34,https://api.elsevier.com/content/author/author_id/57207702321,57207702321,R’Bibo L.,R’Bibo,L.,L.,true,60019953,8,NA
true,35,https://api.elsevier.com/content/author/author_id/13007960600,13007960600,Rizig M.,Rizig,M.,M.,true,60019953,8,NA
true,36,https://api.elsevier.com/content/author/author_id/55831380100,55831380100,Escott-Price V.,Escott-Price,V.,V.,true,60170145,8,NA
true,37,https://api.elsevier.com/content/author/author_id/57188682705,57188682705,Chelban V.,Chelban,V.,V.,true,60019953,8,NA
true,38,https://api.elsevier.com/content/author/author_id/57215196433,57215196433,Foltynie T.,Foltynie,T.,T.,true,60019953,8,NA
true,39,https://api.elsevier.com/content/author/author_id/57222346583,57222346583,Williams N.,Williams,N.,N.,true,60103683,8,NA
true,40,https://api.elsevier.com/content/author/author_id/56401594400,56401594400,Brice A.,Brice,A.,A.,true,60001422,8,NA
true,41,https://api.elsevier.com/content/author/author_id/23476436400,23476436400,Danjou F.,Danjou,F.,F.,true,60001422,8,NA
true,42,https://api.elsevier.com/content/author/author_id/7005558535,7005558535,Lesage S.,Lesage,S.,S.,true,60001422,8,NA
true,43,https://api.elsevier.com/content/author/author_id/57201074597,57201074597,Martinez M.,Martinez,M.,M.,true,60008134,8,NA
true,44,https://api.elsevier.com/content/author/author_id/57155948800,57155948800,Giri A.,Giri,A.,A.,true,60084331,8,NA
true,45,https://api.elsevier.com/content/author/author_id/57207902594,57207902594,Schulte C.,Schulte,C.,C.,true,60084331,8,NA
true,46,https://api.elsevier.com/content/author/author_id/36058538900,36058538900,Brockmann K.,Brockmann,K.,K.,true,60084331,8,NA
true,47,https://api.elsevier.com/content/author/author_id/8509226500,8509226500,Simón-Sánchez J.,Simón-Sánchez,J.,J.,true,60084331,8,NA
true,48,https://api.elsevier.com/content/author/author_id/7005566654,7005566654,Heutink P.,Heutink,P.,P.,true,60084331,8,NA
true,49,https://api.elsevier.com/content/author/author_id/6701666993,6701666993,Rizzu P.,Rizzu,P.,P.,true,60103674,8,NA
true,50,https://api.elsevier.com/content/author/author_id/57202974421,57202974421,Sharma M.,Sharma,M.,M.,true,60017246,8,NA
true,51,https://api.elsevier.com/content/author/author_id/57212932702,57212932702,Gasser T.,Gasser,T.,T.,true,60084331,8,NA
true,52,https://api.elsevier.com/content/author/author_id/56785353800,56785353800,Nicolas A.,Nicolas,A.,A.,true,60017252,8,NA
true,53,https://api.elsevier.com/content/author/author_id/7006533543,7006533543,Cookson M.,Cookson,M.,M.,true,60017252,8,NA
true,54,https://api.elsevier.com/content/author/author_id/55536647700,55536647700,Faghri F.,Faghri,F.,F.,true,60017252,8,NA
true,55,https://api.elsevier.com/content/author/author_id/7201790697,7201790697,Hernandez D.,Hernandez,D.,D.,true,60017252,8,NA
true,56,https://api.elsevier.com/content/author/author_id/57197291395,57197291395,Shulman J.,Shulman,J.,J.,true,60002441,8,NA
true,57,https://api.elsevier.com/content/author/author_id/57189712222,57189712222,Robak L.,Robak,L.,L.,true,60002441,8,NA
true,58,https://api.elsevier.com/content/author/author_id/15053483700,15053483700,Lubbe S.,Lubbe,S.,S.,true,60013227,8,NA
true,59,https://api.elsevier.com/content/author/author_id/7004508339,7004508339,Finkbeiner S.,Finkbeiner,S.,S.,true,60023691,8,NA
true,60,https://api.elsevier.com/content/author/author_id/35176436700,35176436700,Mencacci N.,Mencacci,N.,N.,true,60013227,8,NA
true,61,https://api.elsevier.com/content/author/author_id/57825430900,57825430900,Lungu C.,Lungu,C.,C.,true,60013780,8,NA
true,62,https://api.elsevier.com/content/author/author_id/57219521472,57219521472,Scholz S.,Scholz,S.,S.,true,60013780,8,NA
true,63,https://api.elsevier.com/content/author/author_id/40561536800,40561536800,Reed X.,Reed,X.,X.,true,60017252,8,NA
