@_fa,@seq,author-url,authid,authname,surname,given-name,initials,afid.@_fa,afid.$,entry_number,orcid
true,1,https://api.elsevier.com/content/author/author_id/57218676463,57218676463,Hall A.,Hall,Ashley,A.,true,60020661,1,NA
true,2,https://api.elsevier.com/content/author/author_id/7401547936,7401547936,Quinn J.P.,Quinn,John P.,J.P.,true,60020661,1,NA
true,3,https://api.elsevier.com/content/author/author_id/57200918410,57200918410,Billingsley K.J.,Billingsley,Kimberley J.,K.J.,true,60017252,1,NA
true,1,https://api.elsevier.com/content/author/author_id/57209145255,57209145255,Hossain S.,Hossain,Sharmin,S.,true,60017252,2,NA
true,2,https://api.elsevier.com/content/author/author_id/55911583000,55911583000,Beydoun M.A.,Beydoun,May A.,M.A.,true,60017252,2,NA
true,3,https://api.elsevier.com/content/author/author_id/57195982912,57195982912,Weiss J.,Weiss,Jordan,J.,true,60006297,2,NA
true,4,https://api.elsevier.com/content/author/author_id/6602728837,6602728837,Kuczmarski M.F.,Kuczmarski,Marie F.,M.F.,true,60023004,2,NA
true,5,https://api.elsevier.com/content/author/author_id/7404538531,7404538531,Evans M.K.,Evans,Michele K.,M.K.,true,60017252,2,NA
true,6,https://api.elsevier.com/content/author/author_id/57211703435,57211703435,Zonderman A.B.,Zonderman,Alan B.,A.B.,true,60017252,2,NA
true,1,https://api.elsevier.com/content/author/author_id/7005298726,7005298726,Vodovotz Y.,Vodovotz,Yoram,Y.,true,60012018,3,NA
true,2,https://api.elsevier.com/content/author/author_id/7004632410,7004632410,Barnard N.,Barnard,Neal,N.,true,60025286,3,NA
true,3,https://api.elsevier.com/content/author/author_id/36038688700,36038688700,Hu F.B.,Hu,Frank B.,F.B.,true,60032499,3,NA
true,4,https://api.elsevier.com/content/author/author_id/35371747900,35371747900,Jakicic J.,Jakicic,John,J.,true,60015543,3,NA
true,5,https://api.elsevier.com/content/author/author_id/23477557500,23477557500,Lianov L.,Lianov,Liana,L.,true,115541376,3,NA
true,6,https://api.elsevier.com/content/author/author_id/57196768704,57196768704,Loveland D.,Loveland,David,D.,true,101502779,3,NA
true,7,https://api.elsevier.com/content/author/author_id/7005831041,7005831041,Buysse D.,Buysse,Daniel,D.,true,60001361,3,NA
true,8,https://api.elsevier.com/content/author/author_id/6603875001,6603875001,Szigethy E.,Szigethy,Eva,E.,true,60001361,3,NA
true,9,https://api.elsevier.com/content/author/author_id/7005576563,7005576563,Finkel T.,Finkel,Toren,T.,true,60001361,3,NA
true,10,https://api.elsevier.com/content/author/author_id/35273876500,35273876500,Sowa G.,Sowa,Gwendolyn,G.,true,60001361,3,NA
true,11,https://api.elsevier.com/content/author/author_id/7006315557,7006315557,Verschure P.,Verschure,Paul,P.,true,60032907,3,NA
true,12,https://api.elsevier.com/content/author/author_id/57203544078,57203544078,Williams K.,Williams,Kim,K.,true,60018691,3,NA
true,13,https://api.elsevier.com/content/author/author_id/57201540933,57201540933,Sanchez E.,Sanchez,Eduardo,E.,true,60012219,3,NA
true,14,https://api.elsevier.com/content/author/author_id/6506103342,6506103342,Dysinger W.,Dysinger,Wayne,W.,true,123328270,3,NA
true,15,https://api.elsevier.com/content/author/author_id/6603078011,6603078011,Maizes V.,Maizes,Victoria,V.,true,60010065,3,NA
true,16,https://api.elsevier.com/content/author/author_id/57221247649,57221247649,Junker C.,Junker,Caesar,C.,true,60001262,3,NA
true,17,https://api.elsevier.com/content/author/author_id/7202142868,7202142868,Phillips E.,Phillips,Edward,E.,true,60105918,3,NA
true,18,https://api.elsevier.com/content/author/author_id/7401561258,7401561258,Katz D.,Katz,David,D.,true,122263416,3,NA
true,19,https://api.elsevier.com/content/author/author_id/6602684893,6602684893,Drant S.,Drant,Stacey,S.,true,60001361,3,NA
true,20,https://api.elsevier.com/content/author/author_id/19134777300,19134777300,Jackson R.J.,Jackson,Richard J.,R.J.,true,60027550,3,NA
true,21,https://api.elsevier.com/content/author/author_id/6508046193,6508046193,Trasande L.,Trasande,Leonardo,L.,true,60021784,3,NA
true,22,https://api.elsevier.com/content/author/author_id/56979472000,56979472000,Woolf S.,Woolf,Steven,S.,true,60010966,3,NA
true,23,https://api.elsevier.com/content/author/author_id/7004390052,7004390052,Salive M.,Salive,Marcel,M.,true,60017252,3,NA
true,24,https://api.elsevier.com/content/author/author_id/6701826245,6701826245,South-Paul J.,South-Paul,Jeannette,J.,true,60001361,3,NA
true,25,https://api.elsevier.com/content/author/author_id/55926220700,55926220700,States S.L.,States,Sarah L.,S.L.,true,115827139,3,NA
true,26,https://api.elsevier.com/content/author/author_id/36003934100,36003934100,Roth L.,Roth,Loren,L.,true,60001361,3,NA
true,27,https://api.elsevier.com/content/author/author_id/7201612803,7201612803,Fraser G.,Fraser,Gary,G.,true,60016069,3,NA
true,28,https://api.elsevier.com/content/author/author_id/19036528600,19036528600,Stout R.,Stout,Ron,R.,true,121044193,3,NA
true,29,https://api.elsevier.com/content/author/author_id/7006381319,7006381319,Parkinson M.D.,Parkinson,Michael D.,M.D.,true,60012018,3,NA
true,1,https://api.elsevier.com/content/author/author_id/57221272032,57221272032,Yin W.,Yin,Wencheng,W.,true,60019702,4,NA
true,2,https://api.elsevier.com/content/author/author_id/57221262899,57221262899,Cerda-Hernández N.,Cerda-Hernández,Navei,N.,true,60280747,4,NA
true,3,https://api.elsevier.com/content/author/author_id/55940324800,55940324800,Castillo-Morales A.,Castillo-Morales,Atahualpa,A.,true,60280747,4,NA
true,4,https://api.elsevier.com/content/author/author_id/57217533585,57217533585,Ruiz-Tejada-Segura M.L.,Ruiz-Tejada-Segura,Mayra L.,M.L.,true,60280747,4,NA
true,5,https://api.elsevier.com/content/author/author_id/55939837800,55939837800,Monzón-Sandoval J.,Monzón-Sandoval,Jimena,J.,true,60023998,4,NA
true,6,https://api.elsevier.com/content/author/author_id/36105498800,36105498800,Moreno-Castilla P.,Moreno-Castilla,Perla,P.,true,60017252,4,NA
true,7,https://api.elsevier.com/content/author/author_id/57215055749,57215055749,Pérez-Ortega R.,Pérez-Ortega,Rodrigo,R.,true,60069652,4,NA
true,8,https://api.elsevier.com/content/author/author_id/7005501416,7005501416,Bermudez-Rattoni F.,Bermudez-Rattoni,Federico,F.,true,60069652,4,NA
true,9,https://api.elsevier.com/content/author/author_id/7007060391,7007060391,Urrutia A.O.,Urrutia,Araxi O.,A.O.,true,60280747,4,NA
true,10,https://api.elsevier.com/content/author/author_id/23479764500,23479764500,Gutiérrez H.,Gutiérrez,Humberto,H.,true,60095231,4,NA
true,1,https://api.elsevier.com/content/author/author_id/57207829926,57207829926,Knol M.J.,Knol,Maria J.,M.J.,true,60032114,5,0000-0002-3597-1531
true,2,https://api.elsevier.com/content/author/author_id/57188756460,57188756460,Lu D.,Lu,Dongwei,D.,true,60119925,5,NA
true,3,https://api.elsevier.com/content/author/author_id/55290620300,55290620300,Traylor M.,Traylor,Matthew,M.,true,60119925,5,NA
true,4,https://api.elsevier.com/content/author/author_id/57208610974,57208610974,Adams H.H.H.,Adams,Hieab H.H.,H.H.H.,true,60032114,5,NA
true,5,https://api.elsevier.com/content/author/author_id/57203272830,57203272830,Romero J.R.J.,Romero,José Rafael J.,J.R.J.,true,60006385,5,NA
true,6,https://api.elsevier.com/content/author/author_id/56424163100,56424163100,Smith A.V.,Smith,Albert V.,A.V.,true,60016660,5,0000-0003-1942-5845
true,7,https://api.elsevier.com/content/author/author_id/6602465971,6602465971,Fornage M.,Fornage,Myriam,M.,true,60021568,5,0000-0003-0677-8158
true,8,https://api.elsevier.com/content/author/author_id/55549313400,55549313400,Hofer E.,Hofer,Edith,E.,true,60006224,5,NA
true,9,https://api.elsevier.com/content/author/author_id/55597816100,55597816100,Liu J.,Liu,Junfeng,J.,true,60119925,5,NA
true,10,https://api.elsevier.com/content/author/author_id/57105716400,57105716400,Hostettler I.C.,Hostettler,Isabel C.,I.C.,true,60019953,5,NA
true,11,https://api.elsevier.com/content/author/author_id/7006850167,7006850167,Luciano M.,Luciano,Michelle,M.,true,60027272,5,NA
true,12,https://api.elsevier.com/content/author/author_id/22954837300,22954837300,Trompet S.,Trompet,Stella,S.,true,60015618,5,NA
true,13,https://api.elsevier.com/content/author/author_id/57204528323,57204528323,Giese A.K.,Giese,Anne Katrin,A.K.,true,60002746,5,NA
true,14,https://api.elsevier.com/content/author/author_id/55141467700,55141467700,Hilal S.,Hilal,Saima,S.,true,60106366,5,0000-0001-5434-5635
true,15,https://api.elsevier.com/content/author/author_id/37118034000,37118034000,Van Den Akker E.B.,Van Den Akker,Erik B.,E.B.,true,60015618,5,0000-0002-7693-0728
true,16,https://api.elsevier.com/content/author/author_id/56404605100,56404605100,Vojinovic D.,Vojinovic,Dina,D.,true,60032114,5,NA
true,17,https://api.elsevier.com/content/author/author_id/57194641316,57194641316,Li S.,Li,Shuo,S.,true,60018701,5,0000-0003-2331-2448
true,18,https://api.elsevier.com/content/author/author_id/35273710100,35273710100,Sigurdsson S.,Sigurdsson,Sigurdur,S.,true,60071127,5,NA
true,19,https://api.elsevier.com/content/author/author_id/57211450898,57211450898,Van Der Lee S.J.,Van Der Lee,Sven J.,S.J.,true,60032114,5,NA
true,20,https://api.elsevier.com/content/author/author_id/18033457700,18033457700,Jack C.R.,Jack,Clifford R.,C.R.,true,60005558,5,NA
true,21,https://api.elsevier.com/content/author/author_id/57202955229,57202955229,Wilson D.,Wilson,Duncan,D.,true,60019953,5,NA
true,22,https://api.elsevier.com/content/author/author_id/59012816500,59012816500,Yilmaz P.,Yilmaz,Pinar,P.,true,60032114,5,NA
true,23,https://api.elsevier.com/content/author/author_id/15842728500,15842728500,Satizabal C.L.,Satizabal,Claudia L.,C.L.,true,60006385,5,0000-0002-1115-4430
true,24,https://api.elsevier.com/content/author/author_id/57211010420,57211010420,Liewald D.C.M.,Liewald,David C.M.,D.C.M.,true,60027272,5,NA
true,25,https://api.elsevier.com/content/author/author_id/56249280200,56249280200,Van Der Grond J.,Van Der Grond,Jeroen,J.,true,60015618,5,NA
true,26,https://api.elsevier.com/content/author/author_id/57375362200,57375362200,Chen C.,Chen,Christopher,C.,true,60106366,5,NA
true,27,https://api.elsevier.com/content/author/author_id/57196316816,57196316816,Saba Y.,Saba,Yasaman,Y.,true,60006224,5,NA
true,28,https://api.elsevier.com/content/author/author_id/7004201650,7004201650,Van Der Lugt A.,Van Der Lugt,Aad,A.,true,60032114,5,NA
true,29,https://api.elsevier.com/content/author/author_id/7006141241,7006141241,Bastin M.E.,Bastin,Mark E.,M.E.,true,60027272,5,NA
true,30,https://api.elsevier.com/content/author/author_id/6507467716,6507467716,Windham B.G.,Windham,B. Gwen,B.G.,true,60013794,5,NA
true,31,https://api.elsevier.com/content/author/author_id/55539712500,55539712500,Cheng C.Y.,Cheng,Ching Yu,C.Y.,true,60024285,5,NA
true,32,https://api.elsevier.com/content/author/author_id/56011166800,56011166800,Pirpamer L.,Pirpamer,Lukas,L.,true,60006224,5,0000-0002-4390-9703
true,33,https://api.elsevier.com/content/author/author_id/6506482731,6506482731,Kantarci K.,Kantarci,Kejal,K.,true,60005558,5,NA
true,34,https://api.elsevier.com/content/author/author_id/25639713300,25639713300,Himali J.J.,Himali,Jayandra J.,J.J.,true,60006385,5,NA
true,35,https://api.elsevier.com/content/author/author_id/7404077037,7404077037,Yang Q.,Yang,Qiong,Q.,true,60018701,5,NA
true,36,https://api.elsevier.com/content/author/author_id/36878020400,36878020400,Morris Z.,Morris,Zoe,Z.,true,60004120,5,NA
true,37,https://api.elsevier.com/content/author/author_id/35370223800,35370223800,Beiser A.S.,Beiser,Alexa S.,A.S.,true,60006385,5,NA
true,38,https://api.elsevier.com/content/author/author_id/7003766786,7003766786,Tozer D.J.,Tozer,Daniel J.,D.J.,true,60119925,5,NA
true,39,https://api.elsevier.com/content/author/author_id/57203072469,57203072469,Vernooij M.W.,Vernooij,Meike W.,M.W.,true,60032114,5,NA
true,40,https://api.elsevier.com/content/author/author_id/57203218754,57203218754,Amin N.,Amin,Najaf,N.,true,60032114,5,NA
true,41,https://api.elsevier.com/content/author/author_id/57205082895,57205082895,Beekman M.,Beekman,Marian,M.,true,60015618,5,0000-0003-0585-6206
true,42,https://api.elsevier.com/content/author/author_id/57196764555,57196764555,Koh J.Y.,Koh,Jia Yu,J.Y.,true,60024285,5,NA
true,43,https://api.elsevier.com/content/author/author_id/13309434700,13309434700,Stott D.J.,Stott,David J.,D.J.,true,60162089,5,NA
true,44,https://api.elsevier.com/content/author/author_id/7003363686,7003363686,Houlden H.,Houlden,Henry,H.,true,60019953,5,NA
true,45,https://api.elsevier.com/content/author/author_id/57212615213,57212615213,Schmidt R.,Schmidt,Reinhold,R.,true,60006224,5,NA
true,46,https://api.elsevier.com/content/author/author_id/7003754268,7003754268,Gottesman R.F.,Gottesman,Rebecca F.,R.F.,true,60005248,5,NA
true,47,https://api.elsevier.com/content/author/author_id/7101756092,7101756092,MacKinnon A.D.,MacKinnon,Andrew D.,A.D.,true,60032542,5,NA
true,48,https://api.elsevier.com/content/author/author_id/57548363900,57548363900,Decarli C.,Decarli,Charles,C.,true,60006385,5,NA
true,49,https://api.elsevier.com/content/author/author_id/7003353432,7003353432,Gudnason V.,Gudnason,Vilmundur,V.,true,60071127,5,NA
true,50,https://api.elsevier.com/content/author/author_id/57193752767,57193752767,Deary I.J.,Deary,Ian J.,I.J.,true,60027272,5,NA
true,51,https://api.elsevier.com/content/author/author_id/59157678900,59157678900,Van Duijn C.M.,Van Duijn,Cornelia M.,C.M.,true,60032114,5,NA
true,52,https://api.elsevier.com/content/author/author_id/7004450759,7004450759,Slagboom P.E.,Slagboom,P. Eline,P.E.,true,60015618,5,NA
true,53,https://api.elsevier.com/content/author/author_id/59437790500,59437790500,Wong T.Y.,Wong,Tien Yin,T.Y.,true,60024285,5,NA
true,54,https://api.elsevier.com/content/author/author_id/35269850500,35269850500,Rost N.S.,Rost,Natalia S.,N.S.,true,60002746,5,NA
true,55,https://api.elsevier.com/content/author/author_id/7005836769,7005836769,Jukema J.W.,Jukema,J. Wouter,J.W.,true,60015618,5,NA
true,56,https://api.elsevier.com/content/author/author_id/56425717100,56425717100,Mosley T.H.,Mosley,Thomas H.,T.H.,true,60013794,5,NA
true,57,https://api.elsevier.com/content/author/author_id/6603707621,6603707621,Werring D.J.,Werring,David J.,D.J.,true,60019953,5,NA
true,58,https://api.elsevier.com/content/author/author_id/56906599500,56906599500,Schmidt H.,Schmidt,Helena,H.,true,60006224,5,NA
true,59,https://api.elsevier.com/content/author/author_id/57216325013,57216325013,Wardlaw J.M.,Wardlaw,Joanna M.,J.M.,true,60027272,5,0000-0002-9812-6642
true,60,https://api.elsevier.com/content/author/author_id/57189595440,57189595440,Ikram M.A.,Ikram,M. Arfan,M.A.,true,60032114,5,NA
true,61,https://api.elsevier.com/content/author/author_id/57211936432,57211936432,Seshadri S.,Seshadri,Sudha,S.,true,60006385,5,NA
true,62,https://api.elsevier.com/content/author/author_id/7006392362,7006392362,Launer L.J.,Launer,Lenore J.,L.J.,true,60017252,5,NA
true,63,https://api.elsevier.com/content/author/author_id/57212255965,57212255965,Markus H.S.,Markus,Hugh S.,H.S.,true,60119925,5,NA
true,1,https://api.elsevier.com/content/author/author_id/57970353800,57970353800,Li Z.,Li,Zhigang,Z.,true,60001117,6,NA
true,2,https://api.elsevier.com/content/author/author_id/57811862300,57811862300,Moniruzzaman M.,Moniruzzaman,Mohammed,M.,true,60001117,6,NA
true,3,https://api.elsevier.com/content/author/author_id/8923727000,8923727000,Dastgheyb R.M.,Dastgheyb,Raha M.,R.M.,true,60001117,6,NA
true,4,https://api.elsevier.com/content/author/author_id/56366922200,56366922200,Yoo S.W.,Yoo,Seung Wan,S.W.,true,60001117,6,NA
true,5,https://api.elsevier.com/content/author/author_id/57205583265,57205583265,Wang M.,Wang,Meina,M.,true,60001117,6,NA
true,6,https://api.elsevier.com/content/author/author_id/57216867705,57216867705,Hao H.,Hao,Hongbo,H.,true,60032373,6,NA
true,7,https://api.elsevier.com/content/author/author_id/56331503600,56331503600,Liu J.,Liu,Jia,J.,true,60032373,6,NA
true,8,https://api.elsevier.com/content/author/author_id/35114528900,35114528900,Casaccia P.,Casaccia,Patrizia,P.,true,60032373,6,NA
true,9,https://api.elsevier.com/content/author/author_id/55355816400,55355816400,Nogueras-Ortiz C.,Nogueras-Ortiz,Carlos,C.,true,60017252,6,NA
true,10,https://api.elsevier.com/content/author/author_id/23990595600,23990595600,Kapogiannis D.,Kapogiannis,Dimitrios,D.,true,60017252,6,NA
true,11,https://api.elsevier.com/content/author/author_id/7003636138,7003636138,Slusher B.S.,Slusher,Barbara S.,B.S.,true,60001117,6,NA
true,12,https://api.elsevier.com/content/author/author_id/6701386627,6701386627,Haughey N.J.,Haughey,Norman J.,N.J.,true,60001117,6,NA
true,1,https://api.elsevier.com/content/author/author_id/7102269556,7102269556,Peach M.L.,Peach,Megan L.,M.L.,true,60027053,7,NA
true,2,https://api.elsevier.com/content/author/author_id/56906145200,56906145200,Beedie S.L.,Beedie,Shaunna L.,S.L.,true,60013409,7,NA
true,3,https://api.elsevier.com/content/author/author_id/7102320929,7102320929,Chau C.H.,Chau,Cindy H.,C.H.,true,60013409,7,NA
true,4,https://api.elsevier.com/content/author/author_id/57220435666,57220435666,Collins M.K.,Collins,Matthew K.,M.K.,true,60013409,7,NA
true,5,https://api.elsevier.com/content/author/author_id/56803866200,56803866200,Markolovic S.,Markolovic,Suzana,S.,true,60013409,7,NA
true,6,https://api.elsevier.com/content/author/author_id/7202198950,7202198950,Luo W.,Luo,Weiming,W.,true,60017252,7,NA
true,7,https://api.elsevier.com/content/author/author_id/7003368878,7003368878,Tweedie D.,Tweedie,David,D.,true,60017252,7,NA
true,8,https://api.elsevier.com/content/author/author_id/57117884700,57117884700,Steinebach C.,Steinebach,Christian,C.,true,60007493,7,NA
true,9,https://api.elsevier.com/content/author/author_id/7006685576,7006685576,Greig N.H.,Greig,Nigel H.,N.H.,true,60017252,7,NA
true,10,https://api.elsevier.com/content/author/author_id/7004234205,7004234205,Gütschow M.,Gütschow,Michael,M.,true,60007493,7,NA
true,11,https://api.elsevier.com/content/author/author_id/6602606819,6602606819,Vargesson N.,Vargesson,Neil,N.,true,60011032,7,NA
true,12,https://api.elsevier.com/content/author/author_id/7004000394,7004000394,Nicklaus M.C.,Nicklaus,Marc C.,M.C.,true,60027053,7,NA
true,13,https://api.elsevier.com/content/author/author_id/35377337900,35377337900,Figg W.D.,Figg,William D.,W.D.,true,60013409,7,NA
true,1,https://api.elsevier.com/content/author/author_id/35772629600,35772629600,Sargurupremraj M.,Sargurupremraj,Muralidharan,M.,true,60116091,8,NA
true,2,https://api.elsevier.com/content/author/author_id/55704215100,55704215100,Suzuki H.,Suzuki,Hideaki,H.,true,60008435,8,NA
true,3,https://api.elsevier.com/content/author/author_id/37049996500,37049996500,Jian X.,Jian,Xueqiu,X.,true,60027512,8,0000-0002-0313-6494
true,4,https://api.elsevier.com/content/author/author_id/56032659400,56032659400,Sarnowski C.,Sarnowski,Chloé,C.,true,60018701,8,0000-0002-6090-7099
true,5,https://api.elsevier.com/content/author/author_id/57191545283,57191545283,Evans T.E.,Evans,Tavia E.,T.E.,true,60032114,8,NA
true,6,https://api.elsevier.com/content/author/author_id/6603292486,6603292486,Bis J.C.,Bis,Joshua C.,J.C.,true,60028548,8,NA
true,7,https://api.elsevier.com/content/author/author_id/6602165684,6602165684,Eiriksdottir G.,Eiriksdottir,Gudny,G.,true,60071127,8,NA
true,8,https://api.elsevier.com/content/author/author_id/57195036300,57195036300,Sakaue S.,Sakaue,Saori,S.,true,60175967,8,0000-0003-3618-9717
true,9,https://api.elsevier.com/content/author/author_id/57160066500,57160066500,Terzikhan N.,Terzikhan,Natalie,N.,true,60032114,8,NA
true,10,https://api.elsevier.com/content/author/author_id/55445429000,55445429000,Habes M.,Habes,Mohamad,M.,true,60018573,8,NA
true,11,https://api.elsevier.com/content/author/author_id/57217566945,57217566945,Zhao W.,Zhao,Wei,W.,true,60016660,8,0000-0001-7388-0692
true,12,https://api.elsevier.com/content/author/author_id/14631735000,14631735000,Armstrong N.J.,Armstrong,Nicola J.,N.J.,true,60019939,8,NA
true,13,https://api.elsevier.com/content/author/author_id/55549313400,55549313400,Hofer E.,Hofer,Edith,E.,true,60006224,8,NA
true,14,https://api.elsevier.com/content/author/author_id/6701472152,6701472152,Yanek L.R.,Yanek,Lisa R.,L.R.,true,60001117,8,0000-0001-7117-1075
true,15,https://api.elsevier.com/content/author/author_id/57211720243,57211720243,Hagenaars S.P.,Hagenaars,Saskia P.,S.P.,true,60027272,8,NA
true,16,https://api.elsevier.com/content/author/author_id/7102877841,7102877841,Kumar R.B.,Kumar,Rajan B.,R.B.,true,60014439,8,NA
true,17,https://api.elsevier.com/content/author/author_id/37118034000,37118034000,van den Akker E.B.,van den Akker,Erik B.,E.B.,true,60015618,8,NA
true,18,https://api.elsevier.com/content/author/author_id/36515227900,36515227900,McWhirter R.E.,McWhirter,Rebekah E.,R.E.,true,60015356,8,0000-0002-9409-8074
true,19,https://api.elsevier.com/content/author/author_id/22954837300,22954837300,Trompet S.,Trompet,Stella,S.,true,60015618,8,NA
true,20,https://api.elsevier.com/content/author/author_id/55544447900,55544447900,Mishra A.,Mishra,Aniket,A.,true,60116091,8,0000-0002-8141-1543
true,21,https://api.elsevier.com/content/author/author_id/57196316816,57196316816,Saba Y.,Saba,Yasaman,Y.,true,60116091,8,NA
true,22,https://api.elsevier.com/content/author/author_id/15842728500,15842728500,Satizabal C.L.,Satizabal,Claudia L.,C.L.,true,60018573,8,0000-0002-1115-4430
true,23,https://api.elsevier.com/content/author/author_id/55838211200,55838211200,Beaudet G.,Beaudet,Gregory,G.,true,60106793,8,NA
true,24,https://api.elsevier.com/content/author/author_id/55393968100,55393968100,Petit L.,Petit,Laurent,L.,true,60106793,8,NA
true,25,https://api.elsevier.com/content/author/author_id/35108422300,35108422300,Tsuchida A.,Tsuchida,Ami,A.,true,60106793,8,0000-0001-5160-6203
true,26,https://api.elsevier.com/content/author/author_id/55917248000,55917248000,Zago L.,Zago,Laure,L.,true,60106793,8,0000-0001-8235-2154
true,27,https://api.elsevier.com/content/author/author_id/35278626500,35278626500,Schilling S.,Schilling,Sabrina,S.,true,60116091,8,NA
true,28,https://api.elsevier.com/content/author/author_id/35273710100,35273710100,Sigurdsson S.,Sigurdsson,Sigurdur,S.,true,60071127,8,NA
true,29,https://api.elsevier.com/content/author/author_id/7003754268,7003754268,Gottesman R.F.,Gottesman,Rebecca F.,R.F.,true,60001117,8,NA
true,30,https://api.elsevier.com/content/author/author_id/58370331500,58370331500,Lewis C.E.,Lewis,Cora E.,C.E.,true,60029230,8,NA
true,31,https://api.elsevier.com/content/author/author_id/7006267826,7006267826,Aggarwal N.T.,Aggarwal,Neelum T.,N.T.,true,60018691,8,NA
true,32,https://api.elsevier.com/content/author/author_id/35351200500,35351200500,Lopez O.L.,Lopez,Oscar L.,O.L.,true,60001361,8,NA
true,33,https://api.elsevier.com/content/author/author_id/57218091490,57218091490,Smith J.A.,Smith,Jennifer A.,J.A.,true,60016660,8,0000-0002-3575-5468
true,34,https://api.elsevier.com/content/author/author_id/57189602736,57189602736,Valdés Hernández M.C.,Valdés Hernández,Maria C.,M.C.,true,60027272,8,NA
true,35,https://api.elsevier.com/content/author/author_id/56249280200,56249280200,van der Grond J.,van der Grond,Jeroen,J.,true,60015618,8,NA
true,36,https://api.elsevier.com/content/author/author_id/57204537248,57204537248,Wright M.J.,Wright,Margaret J.,M.J.,true,60031004,8,0000-0001-7133-4970
true,37,https://api.elsevier.com/content/author/author_id/57207829926,57207829926,Knol M.J.,Knol,Maria J.,M.J.,true,60032114,8,0000-0002-3597-1531
true,38,https://api.elsevier.com/content/author/author_id/7005669901,7005669901,Dörr M.,Dörr,Marcus,M.,true,60022786,8,NA
true,39,https://api.elsevier.com/content/author/author_id/11939466600,11939466600,Thomson R.J.,Thomson,Russell J.,R.J.,true,60027621,8,NA
true,40,https://api.elsevier.com/content/author/author_id/57220203534,57220203534,Bordes C.,Bordes,Constance,C.,true,60116091,8,NA
true,41,https://api.elsevier.com/content/author/author_id/57220211313,57220211313,Le Grand Q.,Le Grand,Quentin,Q.,true,60116091,8,0000-0002-9299-0747
true,42,https://api.elsevier.com/content/author/author_id/56784325000,56784325000,Duperron M.G.,Duperron,Marie Gabrielle,M.G.,true,60116091,8,NA
true,43,https://api.elsevier.com/content/author/author_id/56424163100,56424163100,Smith A.V.,Smith,Albert V.,A.V.,true,60071127,8,0000-0003-1942-5845
true,44,https://api.elsevier.com/content/author/author_id/7004497868,7004497868,Knopman D.S.,Knopman,David S.,D.S.,true,60005558,8,NA
true,45,https://api.elsevier.com/content/author/author_id/7102780030,7102780030,Schreiner P.J.,Schreiner,Pamela J.,P.J.,true,60013223,8,NA
true,46,https://api.elsevier.com/content/author/author_id/57203374678,57203374678,Evans D.A.,Evans,Denis A.,D.A.,true,60018691,8,NA
true,47,https://api.elsevier.com/content/author/author_id/56284453500,56284453500,Rotter J.I.,Rotter,Jerome I.,J.I.,true,60138297,8,0000-0001-7191-1723
true,48,https://api.elsevier.com/content/author/author_id/35370223800,35370223800,Beiser A.S.,Beiser,Alexa S.,A.S.,true,60018701,8,NA
true,49,https://api.elsevier.com/content/author/author_id/23036018100,23036018100,Maniega S.M.,Maniega,Susana Muñoz,S.M.,true,60027272,8,NA
true,50,https://api.elsevier.com/content/author/author_id/57205082895,57205082895,Beekman M.,Beekman,Marian,M.,true,60015618,8,0000-0003-0585-6206
true,51,https://api.elsevier.com/content/author/author_id/6701783522,6701783522,Trollor J.,Trollor,Julian,J.,true,60082336,8,0000-0002-7685-2977
true,52,https://api.elsevier.com/content/author/author_id/13309434700,13309434700,Stott D.J.,Stott,David J.,D.J.,true,60162089,8,NA
true,53,https://api.elsevier.com/content/author/author_id/57203072469,57203072469,Vernooij M.W.,Vernooij,Meike W.,M.W.,true,60032114,8,NA
true,54,https://api.elsevier.com/content/author/author_id/16641148700,16641148700,Wittfeld K.,Wittfeld,Katharina,K.,true,60103674,8,0000-0003-4383-5043
true,55,https://api.elsevier.com/content/author/author_id/7006660813,7006660813,Niessen W.J.,Niessen,Wiro J.,W.J.,true,60032114,8,NA
true,56,https://api.elsevier.com/content/author/author_id/14631250400,14631250400,Soumaré A.,Soumaré,Aicha,A.,true,60116091,8,0000-0002-0178-6506
true,57,https://api.elsevier.com/content/author/author_id/7102087489,7102087489,Boerwinkle E.,Boerwinkle,Eric,E.,true,60012516,8,NA
true,58,https://api.elsevier.com/content/author/author_id/57210226122,57210226122,Sidney S.,Sidney,Stephen,S.,true,60022056,8,NA
true,59,https://api.elsevier.com/content/author/author_id/7402275413,7402275413,Turner S.T.,Turner,Stephen T.,S.T.,true,60005558,8,NA
true,60,https://api.elsevier.com/content/author/author_id/7402854331,7402854331,Davies G.,Davies,Gail,G.,true,60006224,8,NA
true,61,https://api.elsevier.com/content/author/author_id/8948013100,8948013100,Thalamuthu A.,Thalamuthu,Anbupalam,A.,true,60138297,8,NA
true,62,https://api.elsevier.com/content/author/author_id/57216584974,57216584974,Völker U.,Völker,Uwe,U.,true,60022786,8,0000-0002-5689-3448
true,63,https://api.elsevier.com/content/author/author_id/7005065927,7005065927,van Buchem M.A.,van Buchem,Mark A.,M.A.,true,60027272,8,NA
true,64,https://api.elsevier.com/content/author/author_id/57211930143,57211930143,Bryan R.N.,Bryan,R. Nick,R.N.,true,60122541,8,NA
true,65,https://api.elsevier.com/content/author/author_id/24329223700,24329223700,Dupuis J.,Dupuis,Josée,J.,true,60018573,8,0000-0003-2871-3603
