@_fa,@seq,author-url,authid,authname,surname,given-name,initials,afid.@_fa,afid.$,orcid,entry_number
true,24,https://api.elsevier.com/content/author/author_id/57212865406,57212865406,Sotoodehnia N.,Sotoodehnia,Nona,N.,true,60028548,NA,73
true,25,https://api.elsevier.com/content/author/author_id/57193752767,57193752767,Deary I.J.,Deary,Ian J.,I.J.,true,60027272,NA,73
true,26,https://api.elsevier.com/content/author/author_id/23090009700,23090009700,Chadeau-Hyam M.,Chadeau-Hyam,Marc,M.,true,60015150,0000-0001-8341-5436,73
true,27,https://api.elsevier.com/content/author/author_id/57205961011,57205961011,Brody J.A.,Brody,Jennifer A.,J.A.,true,60028548,0000-0001-8509-148X,73
true,28,https://api.elsevier.com/content/author/author_id/57202063331,57202063331,Cardona A.,Cardona,Alexia,A.,true,60025649,0000-0002-7877-5565,73
true,29,https://api.elsevier.com/content/author/author_id/6602453920,6602453920,Selvin E.,Selvin,Elizabeth,E.,true,60006183,NA,73
true,30,https://api.elsevier.com/content/author/author_id/37102606600,37102606600,Smith A.K.,Smith,Alicia K.,A.K.,true,60002339,0000-0002-8537-5156,73
true,31,https://api.elsevier.com/content/author/author_id/35376916800,35376916800,Miller A.H.,Miller,Andrew H.,A.H.,true,60002339,0000-0001-8260-7997,73
true,32,https://api.elsevier.com/content/author/author_id/16023239600,16023239600,Torres M.A.,Torres,Mylin A.,M.A.,true,60002339,NA,73
true,33,https://api.elsevier.com/content/author/author_id/57204885457,57204885457,Marouli E.,Marouli,Eirini,E.,true,60021435,0000-0001-6179-1609,73
true,34,https://api.elsevier.com/content/author/author_id/57194130340,57194130340,Gào X.,Gào,Xin,X.,true,60017059,0000-0003-0108-6961,73
true,35,https://api.elsevier.com/content/author/author_id/7005539448,7005539448,van Meurs J.B.J.,van Meurs,Joyce B.J.,J.B.J.,true,60032114,NA,73
true,36,https://api.elsevier.com/content/author/author_id/57222156551,57222156551,Graf-Schindler J.,Graf-Schindler,Johanna,J.,true,60024007,NA,73
true,37,https://api.elsevier.com/content/author/author_id/57222582003,57222582003,Rathmann W.,Rathmann,Wolfgang,W.,true,60025310,NA,73
true,38,https://api.elsevier.com/content/author/author_id/55586732900,55586732900,Koenig W.,Koenig,Wolfgang,W.,true,60019722,0000-0002-2064-9603,73
true,39,https://api.elsevier.com/content/author/author_id/7402105900,7402105900,Peters A.,Peters,Annette,A.,true,60024007,0000-0001-6645-0985,73
true,40,https://api.elsevier.com/content/author/author_id/56433757900,56433757900,Weninger W.,Weninger,Wolfgang,W.,true,60070140,NA,73
true,41,https://api.elsevier.com/content/author/author_id/16022071400,16022071400,Farlik M.,Farlik,Matthias,M.,true,60070140,0000-0003-0698-2992,73
true,42,https://api.elsevier.com/content/author/author_id/57188568731,57188568731,Zhang T.,Zhang,Tao,T.,true,60031031,NA,73
true,43,https://api.elsevier.com/content/author/author_id/57210197625,57210197625,Chen W.,Chen,Wei,W.,true,60021134,0000-0003-1566-7943,73
true,44,https://api.elsevier.com/content/author/author_id/57290308700,57290308700,Xia Y.,Xia,Yujing,Y.,true,60011520,0000-0003-0850-5591,73
true,45,https://api.elsevier.com/content/author/author_id/57221722501,57221722501,Teumer A.,Teumer,Alexander,A.,true,60022786,0000-0002-8309-094X,73
true,46,https://api.elsevier.com/content/author/author_id/57206034720,57206034720,Nauck M.,Nauck,Matthias,M.,true,60106629,0000-0002-6678-7964,73
true,47,https://api.elsevier.com/content/author/author_id/7004509281,7004509281,Grabe H.J.,Grabe,Hans J.,H.J.,true,60022786,NA,73
true,48,https://api.elsevier.com/content/author/author_id/54381569700,54381569700,Doerr M.,Doerr,Macus,M.,true,60106629,0000-0001-7471-475X,73
true,49,https://api.elsevier.com/content/author/author_id/7006539182,7006539182,Lehtimäki T.,Lehtimäki,Terho,T.,true,60011170,0000-0002-2555-4427,73
true,50,https://api.elsevier.com/content/author/author_id/37031122900,37031122900,Guan W.,Guan,Weihua,W.,true,60013223,NA,73
true,51,https://api.elsevier.com/content/author/author_id/56998409700,56998409700,Milani L.,Milani,Lili,L.,true,60068858,0000-0002-5323-3102,73
true,52,https://api.elsevier.com/content/author/author_id/57211009334,57211009334,Tanaka T.,Tanaka,Toshiko,T.,true,60017252,NA,73
true,53,https://api.elsevier.com/content/author/author_id/56585380000,56585380000,Fisher K.,Fisher,Krista,K.,true,60068858,0000-0002-3521-0599,73
true,54,https://api.elsevier.com/content/author/author_id/54938433600,54938433600,Waite L.L.,Waite,Lindsay L.,L.L.,true,60109032,NA,73
true,55,https://api.elsevier.com/content/author/author_id/55342945000,55342945000,Kasela S.,Kasela,Silva,S.,true,60068858,NA,73
true,56,https://api.elsevier.com/content/author/author_id/7103293037,7103293037,Vineis P.,Vineis,Paolo,P.,true,60015150,NA,73
true,57,https://api.elsevier.com/content/author/author_id/57193816845,57193816845,Verweij N.,Verweij,Niek,N.,true,60006027,NA,73
true,58,https://api.elsevier.com/content/author/author_id/6602378288,6602378288,van der Harst P.,van der Harst,Pim,P.,true,60032724,0000-0002-2713-686X,73
true,59,https://api.elsevier.com/content/author/author_id/57205867300,57205867300,Iacoviello L.,Iacoviello,Licia,L.,true,60023773,NA,73
true,60,https://api.elsevier.com/content/author/author_id/6603577418,6603577418,Sacerdote C.,Sacerdote,Carlotta,C.,true,60111308,NA,73
true,61,https://api.elsevier.com/content/author/author_id/7005295199,7005295199,Panico S.,Panico,Salvatore,S.,true,60017293,NA,73
true,62,https://api.elsevier.com/content/author/author_id/55221565000,55221565000,Krogh V.,Krogh,Vittorio,V.,true,60006583,0000-0003-0122-8624,73
true,63,https://api.elsevier.com/content/author/author_id/7006077607,7006077607,Tumino R.,Tumino,Rosario,R.,true,118264095,NA,73
true,64,https://api.elsevier.com/content/author/author_id/6506031921,6506031921,Tzala E.,Tzala,Evangelia,E.,true,60015150,NA,73
true,65,https://api.elsevier.com/content/author/author_id/57210774697,57210774697,Matullo G.,Matullo,Giuseppe,G.,true,60030136,NA,73
true,66,https://api.elsevier.com/content/author/author_id/55344331600,55344331600,Hurme M.A.,Hurme,Mikko A.,M.A.,true,60011170,NA,73
true,67,https://api.elsevier.com/content/author/author_id/7004828916,7004828916,Raitakari O.T.,Raitakari,Olli T.,O.T.,true,60011551,NA,73
true,68,https://api.elsevier.com/content/author/author_id/54402559700,54402559700,Colicino E.,Colicino,Elena,E.,true,60012981,NA,73
true,69,https://api.elsevier.com/content/author/author_id/57203175853,57203175853,Baccarelli A.A.,Baccarelli,Andrea A.,A.A.,true,60012769,NA,73
true,70,https://api.elsevier.com/content/author/author_id/57222955288,57222955288,Kähönen M.,Kähönen,Mika,M.,true,60011170,NA,73
true,71,https://api.elsevier.com/content/author/author_id/7007026450,7007026450,Herzig K.H.,Herzig,Karl Heinz,K.H.,true,60014009,0000-0003-4460-2604,73
true,72,https://api.elsevier.com/content/author/author_id/59058869500,59058869500,Li S.,Li,Shengxu,S.,true,126688752,0000-0001-9210-7283,73
true,73,https://api.elsevier.com/content/author/author_id/9334492400,9334492400,Conneely K.N.,Conneely,Karen N.,K.N.,true,60002339,NA,73
true,74,https://api.elsevier.com/content/author/author_id/56188131900,56188131900,Kooner J.S.,Kooner,Jaspal S.,J.S.,true,60010719,NA,73
true,75,https://api.elsevier.com/content/author/author_id/57194234494,57194234494,Köttgen A.,Köttgen,Anna,A.,true,60024805,0000-0002-4671-3714,73
true,76,https://api.elsevier.com/content/author/author_id/57205076142,57205076142,Heijmans B.T.,Heijmans,Bastiaan T.,B.T.,true,60015618,0000-0001-5918-0534,73
true,77,https://api.elsevier.com/content/author/author_id/57202569480,57202569480,Deloukas P.,Deloukas,Panos,P.,true,60021435,0000-0001-9251-070X,73
true,78,https://api.elsevier.com/content/author/author_id/6603403494,6603403494,Relton C.,Relton,Caroline,C.,true,60171764,NA,73
true,79,https://api.elsevier.com/content/author/author_id/57216343734,57216343734,Ong K.K.,Ong,Ken K.,K.K.,true,60025649,0000-0003-4689-7530,73
true,80,https://api.elsevier.com/content/author/author_id/56662646100,56662646100,Bell J.T.,Bell,Jordana T.,J.T.,true,60011520,0000-0002-3858-5986,73
true,81,https://api.elsevier.com/content/author/author_id/7102087489,7102087489,Boerwinkle E.,Boerwinkle,Eric,E.,true,60027512,NA,73
true,82,https://api.elsevier.com/content/author/author_id/26643338400,26643338400,Elliott P.,Elliott,Paul,P.,true,60015150,0000-0002-7511-5684,73
true,83,https://api.elsevier.com/content/author/author_id/7201832825,7201832825,Brenner H.,Brenner,Hermann,H.,true,60017059,0000-0002-6129-1572,73
true,84,https://api.elsevier.com/content/author/author_id/57205082895,57205082895,Beekman M.,Beekman,Marian,M.,true,60015618,0000-0003-0585-6206,73
true,85,https://api.elsevier.com/content/author/author_id/56841119800,56841119800,Levy D.,Levy,Daniel,D.,true,60022386,NA,73
true,86,https://api.elsevier.com/content/author/author_id/57197777520,57197777520,Waldenberger M.,Waldenberger,Melanie,M.,true,60024007,0000-0003-0583-5093,73
true,87,https://api.elsevier.com/content/author/author_id/57214438415,57214438415,Chambers J.C.,Chambers,John C.,J.C.,true,60015150,0000-0003-0209-4541,73
true,88,https://api.elsevier.com/content/author/author_id/16023891700,16023891700,Dehghan A.,Dehghan,Abbas,A.,true,60015150,0000-0001-6403-016X,73
true,89,https://api.elsevier.com/content/author/author_id/57207896735,57207896735,Järvelin M.R.,Järvelin,Marjo Riitta,M.R.,true,60015150,0000-0002-2149-0630,73
true,1,https://api.elsevier.com/content/author/author_id/6602805658,6602805658,Moaddel R.,Moaddel,Ruin,R.,true,60017252,0000-0002-6812-0127,74
true,2,https://api.elsevier.com/content/author/author_id/55628073600,55628073600,Zanos P.,Zanos,Panos,P.,true,60012957,0000-0002-1968-8648,74
true,3,https://api.elsevier.com/content/author/author_id/15848542100,15848542100,Farmer C.A.,Farmer,Cristan A.,C.A.,true,60003158,NA,74
true,4,https://api.elsevier.com/content/author/author_id/16021977200,16021977200,Kadriu B.,Kadriu,Bashkim,B.,true,60003158,0000-0002-3809-9451,74
true,5,https://api.elsevier.com/content/author/author_id/57189351875,57189351875,Morris P.J.,Morris,Patrick J.,P.J.,true,60006577,NA,74
true,6,https://api.elsevier.com/content/author/author_id/57203534002,57203534002,Lovett J.,Lovett,Jacqueline,J.,true,60017252,NA,74
true,7,https://api.elsevier.com/content/author/author_id/57200939095,57200939095,Acevedo-Diaz E.E.,Acevedo-Diaz,Elia E.,E.E.,true,60003158,NA,74
true,8,https://api.elsevier.com/content/author/author_id/57212079807,57212079807,Cavanaugh G.W.,Cavanaugh,Grace W.,G.W.,true,60003158,NA,74
true,9,https://api.elsevier.com/content/author/author_id/7103140505,7103140505,Yuan P.,Yuan,Peixiong,P.,true,60003158,NA,74
true,10,https://api.elsevier.com/content/author/author_id/57226298167,57226298167,Yavi M.,Yavi,Mani,M.,true,60003158,NA,74
true,11,https://api.elsevier.com/content/author/author_id/9846038800,9846038800,Thomas C.J.,Thomas,Craig J.,C.J.,true,60006577,NA,74
true,12,https://api.elsevier.com/content/author/author_id/57190280520,57190280520,Park L.T.,Park,Lawrence T.,L.T.,true,60003158,0000-0002-6570-686X,74
true,13,https://api.elsevier.com/content/author/author_id/55239601400,55239601400,Ferrucci L.,Ferrucci,Luigi,L.,true,60017252,NA,74
true,14,https://api.elsevier.com/content/author/author_id/7006654360,7006654360,Gould T.D.,Gould,Todd D.,T.D.,true,60012957,0000-0003-1511-7183,74
true,15,https://api.elsevier.com/content/author/author_id/57203081301,57203081301,Zarate C.A.,Zarate,Carlos A.,C.A.,true,60003158,NA,74
true,1,https://api.elsevier.com/content/author/author_id/57210713730,57210713730,Qiao Y.,Qiao,Yujia,Y.,true,60006183,NA,75
true,2,https://api.elsevier.com/content/author/author_id/57189597502,57189597502,Wanigatunga A.A.,Wanigatunga,Amal A.,A.A.,true,60006183,NA,75
true,3,https://api.elsevier.com/content/author/author_id/15756851300,15756851300,An Y.,An,Yang,Y.,true,60017252,NA,75
true,4,https://api.elsevier.com/content/author/author_id/57222331542,57222331542,Liu F.,Liu,Fangyu,F.,true,60006183,NA,75
true,5,https://api.elsevier.com/content/author/author_id/8089617700,8089617700,Spira A.P.,Spira,Adam P.,A.P.,true,60006433,NA,75
true,6,https://api.elsevier.com/content/author/author_id/7005310126,7005310126,Davatzikos C.,Davatzikos,Christos,C.,true,60023009,NA,75
true,7,https://api.elsevier.com/content/author/author_id/56412408800,56412408800,Tian Q.,Tian,Qu,Q.,true,60017252,NA,75
true,8,https://api.elsevier.com/content/author/author_id/7004348315,7004348315,Simonsick E.M.,Simonsick,Eleanor M.,E.M.,true,60017252,NA,75
true,9,https://api.elsevier.com/content/author/author_id/55239601400,55239601400,Ferrucci L.,Ferrucci,Luigi,L.,true,60017252,NA,75
true,10,https://api.elsevier.com/content/author/author_id/7102831381,7102831381,Resnick S.M.,Resnick,Susan M.,S.M.,true,60017252,NA,75
true,11,https://api.elsevier.com/content/author/author_id/35749105400,35749105400,Schrack J.A.,Schrack,Jennifer A.,J.A.,true,60006183,NA,75
true,1,https://api.elsevier.com/content/author/author_id/57198932235,57198932235,Cohen S.,Cohen,S.,S.,true,60102124,0000-0002-7747-0444,76
true,2,https://api.elsevier.com/content/author/author_id/35725532500,35725532500,Guenolé A.,Guenolé,A.,A.,true,60102124,NA,76
true,3,https://api.elsevier.com/content/author/author_id/53867920700,53867920700,Lazar I.,Lazar,I.,I.,true,60102124,0000-0003-4062-3627,76
true,4,https://api.elsevier.com/content/author/author_id/24764996100,24764996100,Marnef A.,Marnef,A.,A.,true,60102124,0000-0002-7023-1360,76
true,5,https://api.elsevier.com/content/author/author_id/23768018000,23768018000,Clouaire T.,Clouaire,T.,T.,true,60102124,0000-0003-3238-1496,76
true,6,https://api.elsevier.com/content/author/author_id/57034141800,57034141800,Vernekar D.V.,Vernekar,D. V.,D.V.,true,60108665,NA,76
true,7,https://api.elsevier.com/content/author/author_id/6603161131,6603161131,Puget N.,Puget,N.,N.,true,60102124,NA,76
true,8,https://api.elsevier.com/content/author/author_id/57193519735,57193519735,Rocher V.,Rocher,V.,V.,true,60102124,NA,76
true,9,https://api.elsevier.com/content/author/author_id/57193518928,57193518928,Arnould C.,Arnould,C.,C.,true,60102124,NA,76
true,10,https://api.elsevier.com/content/author/author_id/56586046700,56586046700,Aguirrebengoa M.,Aguirrebengoa,M.,M.,true,60102124,NA,76
true,11,https://api.elsevier.com/content/author/author_id/57221353236,57221353236,Genais M.,Genais,M.,M.,true,60102124,NA,76
true,12,https://api.elsevier.com/content/author/author_id/56119396200,56119396200,Firmin N.,Firmin,N.,N.,true,60102124,NA,76
true,13,https://api.elsevier.com/content/author/author_id/51261369700,51261369700,Shamanna R.A.,Shamanna,R. A.,R.A.,true,60017252,NA,76
true,14,https://api.elsevier.com/content/author/author_id/36926053100,36926053100,Mourad R.,Mourad,R.,R.,true,60102124,NA,76
true,15,https://api.elsevier.com/content/author/author_id/7102128395,7102128395,Bohr V.A.,Bohr,V. A.,V.A.,true,60017252,NA,76
true,16,https://api.elsevier.com/content/author/author_id/6602567498,6602567498,Borde V.,Borde,V.,V.,true,60108665,0000-0001-6520-2461,76
true,17,https://api.elsevier.com/content/author/author_id/6507579263,6507579263,Legube G.,Legube,G.,G.,true,60102124,0000-0002-4784-2702,76
true,1,https://api.elsevier.com/content/author/author_id/57347825700,57347825700,Gallant K.,Gallant,Kelsey,K.,true,60013409,NA,77
true,2,https://api.elsevier.com/content/author/author_id/6602864260,6602864260,Bektas A.,Bektas,Arsun,A.,true,60017252,NA,77
true,3,https://api.elsevier.com/content/author/author_id/16063769400,16063769400,Kaileh M.,Kaileh,Mary,M.,true,60017252,NA,77
true,4,https://api.elsevier.com/content/author/author_id/7007141362,7007141362,Lustig A.,Lustig,Ana,A.,true,60017252,NA,77
true,5,https://api.elsevier.com/content/author/author_id/55239601400,55239601400,Ferrucci L.,Ferrucci,Luigi,L.,true,60017252,0000-0002-6273-1613,77
true,6,https://api.elsevier.com/content/author/author_id/7801435193,7801435193,Pegoraro G.,Pegoraro,Gianluca,G.,true,60013409,0000-0003-2843-9464,77
true,7,https://api.elsevier.com/content/author/author_id/56777562500,56777562500,Misteli T.,Misteli,Tom,T.,true,60013409,0000-0003-3530-3020,77
true,1,https://api.elsevier.com/content/author/author_id/56032659400,56032659400,Sarnowski C.,Sarnowski,Chloé,C.,true,60027512,0000-0002-6090-7099,78
true,2,https://api.elsevier.com/content/author/author_id/23481725300,23481725300,Ghanbari M.,Ghanbari,Mohsen,M.,true,60032114,0000-0002-9476-7143,78
true,3,https://api.elsevier.com/content/author/author_id/6603292486,6603292486,Bis J.C.,Bis,Joshua C.,J.C.,true,60028548,0000-0002-3409-1110,78
true,4,https://api.elsevier.com/content/author/author_id/57218103885,57218103885,Logue M.,Logue,Mark,M.,true,60105918,NA,78
true,5,https://api.elsevier.com/content/author/author_id/6602465971,6602465971,Fornage M.,Fornage,Myriam,M.,true,60027512,0000-0003-0677-8158,78
true,6,https://api.elsevier.com/content/author/author_id/55544447900,55544447900,Mishra A.,Mishra,Aniket,A.,true,60102125,0000-0002-8141-1543,78
true,7,https://api.elsevier.com/content/author/author_id/57215616072,57215616072,Ahmad S.,Ahmad,Shahzad,S.,true,60032114,0000-0002-8658-3790,78
true,8,https://api.elsevier.com/content/author/author_id/35370223800,35370223800,Beiser A.S.,Beiser,Alexa S.,A.S.,true,60018701,NA,78
true,9,https://api.elsevier.com/content/author/author_id/7102087489,7102087489,Boerwinkle E.,Boerwinkle,Eric,E.,true,60027512,NA,78
true,10,https://api.elsevier.com/content/author/author_id/24174267300,24174267300,Bouteloup V.,Bouteloup,Vincent,V.,true,60102125,NA,78
true,11,https://api.elsevier.com/content/author/author_id/57205404062,57205404062,Chouraki V.,Chouraki,Vincent,V.,true,60104665,NA,78
true,12,https://api.elsevier.com/content/author/author_id/57203177830,57203177830,Cupples L.A.,Cupples,L. Adrienne,L.A.,true,60018701,0000-0003-0273-7965,78
true,13,https://api.elsevier.com/content/author/author_id/54387956300,54387956300,Damotte V.,Damotte,Vincent,V.,true,60104665,NA,78
true,14,https://api.elsevier.com/content/author/author_id/35353598300,35353598300,DeCarli C.S.,DeCarli,Charles S.,C.S.,true,60023317,NA,78
true,15,https://api.elsevier.com/content/author/author_id/7006989814,7006989814,DeStefano A.L.,DeStefano,Anita L.,A.L.,true,60018701,NA,78
true,16,https://api.elsevier.com/content/author/author_id/56139671900,56139671900,Djoussé L.,Djoussé,Luc,L.,true,60016782,NA,78
true,17,https://api.elsevier.com/content/author/author_id/56685529400,56685529400,Fohner A.E.,Fohner,Alison E.,A.E.,true,60028548,NA,78
true,18,https://api.elsevier.com/content/author/author_id/57203053485,57203053485,Franz C.E.,Franz,Carol E.,C.E.,true,60030612,0000-0002-8987-1755,78
true,19,https://api.elsevier.com/content/author/author_id/56377126700,56377126700,Kautz T.F.,Kautz,Tiffany F.,T.F.,true,60018573,NA,78
true,20,https://api.elsevier.com/content/author/author_id/7401836359,7401836359,Lambert J.C.,Lambert,Jean Charles,J.C.,true,60104665,0000-0003-0829-7817,78
true,21,https://api.elsevier.com/content/author/author_id/7202266721,7202266721,Lyons M.J.,Lyons,Michael J.,M.J.,true,60019674,NA,78
true,22,https://api.elsevier.com/content/author/author_id/56425717100,56425717100,Mosley T.H.,Mosley,Thomas H.,T.H.,true,60004109,NA,78
true,23,https://api.elsevier.com/content/author/author_id/7004034755,7004034755,Mukamal K.J.,Mukamal,Kenneth J.,K.J.,true,60002746,0000-0001-8450-6970,78
true,24,https://api.elsevier.com/content/author/author_id/36187159400,36187159400,Pase M.P.,Pase,Matthew P.,M.P.,true,60019578,0000-0002-4143-8485,78
true,25,https://api.elsevier.com/content/author/author_id/57189327456,57189327456,Portilla Fernandez E.C.,Portilla Fernandez,Eliana C.,E.C.,true,60032114,NA,78
true,26,https://api.elsevier.com/content/author/author_id/6602191595,6602191595,Rissman R.A.,Rissman,Robert A.,R.A.,true,60121548,NA,78
true,27,https://api.elsevier.com/content/author/author_id/15842728500,15842728500,Satizabal C.L.,Satizabal,Claudia L.,C.L.,true,60022386,NA,78
true,28,https://api.elsevier.com/content/author/author_id/35369677100,35369677100,Vasan R.S.,Vasan,Ramachandran S.,R.S.,true,60022386,0000-0001-7357-5970,78
true,29,https://api.elsevier.com/content/author/author_id/57226566215,57226566215,Yaqub A.,Yaqub,Amber,A.,true,60032114,0000-0002-3579-8054,78
true,30,https://api.elsevier.com/content/author/author_id/16416707500,16416707500,Debette S.,Debette,Stephanie,S.,true,60102125,0000-0001-8675-7968,78
true,31,https://api.elsevier.com/content/author/author_id/7003839657,7003839657,Dufouil C.,Dufouil,Carole,C.,true,60021564,0000-0003-2442-4476,78
true,32,https://api.elsevier.com/content/author/author_id/7006392362,7006392362,Launer L.J.,Launer,Lenore J.,L.J.,true,60017252,0000-0002-3238-7612,78
true,33,https://api.elsevier.com/content/author/author_id/7004084868,7004084868,Kremen W.S.,Kremen,William S.,W.S.,true,60030612,0000-0002-8629-5609,78
true,34,https://api.elsevier.com/content/author/author_id/7102134123,7102134123,Longstreth W.T.,Longstreth,William T.,W.T.,true,60015481,NA,78
true,35,https://api.elsevier.com/content/author/author_id/57189595440,57189595440,Ikram M.A.,Ikram,M. Arfan,M.A.,true,60032114,0000-0003-0372-8585,78
true,36,https://api.elsevier.com/content/author/author_id/57211936432,57211936432,Seshadri S.,Seshadri,Sudha,S.,true,60022386,NA,78
true,1,https://api.elsevier.com/content/author/author_id/57218558268,57218558268,Bi C.,Bi,Chuan,C.,true,60017252,NA,79
true,2,https://api.elsevier.com/content/author/author_id/6601980626,6601980626,Fishbein K.,Fishbein,Kenneth,K.,true,60017252,NA,79
true,3,https://api.elsevier.com/content/author/author_id/39561025400,39561025400,Bouhrara M.,Bouhrara,Mustapha,M.,true,60017252,NA,79
true,4,https://api.elsevier.com/content/author/author_id/7402157099,7402157099,Spencer R.G.,Spencer,Richard G.,R.G.,true,60017252,NA,79
true,1,https://api.elsevier.com/content/author/author_id/57204114089,57204114089,Cui J.,Cui,Jing,J.,true,60013409,NA,80
true,2,https://api.elsevier.com/content/author/author_id/57211894834,57211894834,Zhou J.,Zhou,Jingcheng,J.,true,60013409,NA,80
true,3,https://api.elsevier.com/content/author/author_id/12761350000,12761350000,He W.,He,Weiqing,W.,true,60123777,NA,80
true,4,https://api.elsevier.com/content/author/author_id/57222707023,57222707023,Ye J.,Ye,Juan,J.,true,60013409,NA,80
true,5,https://api.elsevier.com/content/author/author_id/55886487800,55886487800,Westlake T.,Westlake,Timothy,T.,true,60013409,NA,80
true,6,https://api.elsevier.com/content/author/author_id/57209457802,57209457802,Medina R.,Medina,Rogelio,R.,true,60013409,NA,80
true,7,https://api.elsevier.com/content/author/author_id/56494311500,56494311500,Wang H.,Wang,Herui,H.,true,60013409,NA,80
true,8,https://api.elsevier.com/content/author/author_id/56526515500,56526515500,Thakur B.L.,Thakur,Bhushan L.,B.L.,true,60013409,NA,80
true,9,https://api.elsevier.com/content/author/author_id/56606696900,56606696900,Liu J.,Liu,Juanjuan,J.,true,60123777,NA,80
true,10,https://api.elsevier.com/content/author/author_id/8603297800,8603297800,Xia M.,Xia,Mingyu,M.,true,60007269,NA,80
true,11,https://api.elsevier.com/content/author/author_id/59441965400,59441965400,He Z.,He,Zhonggui,Z.,true,60007269,NA,80
true,12,https://api.elsevier.com/content/author/author_id/6602358199,6602358199,Indig F.E.,Indig,Fred E.,F.E.,true,60017252,NA,80
true,13,https://api.elsevier.com/content/author/author_id/35187250300,35187250300,Li A.,Li,Aiguo,A.,true,60013409,NA,80
true,14,https://api.elsevier.com/content/author/author_id/59793446800,59793446800,Li Y.,Li,Yan,Y.,true,60013780,NA,80
true,15,https://api.elsevier.com/content/author/author_id/7103268585,7103268585,Weil R.J.,Weil,Robert J.,R.J.,true,60013409,NA,80
true,16,https://api.elsevier.com/content/author/author_id/7005991439,7005991439,Aladjem M.I.,Aladjem,Mirit I.,M.I.,true,60013409,NA,80
true,17,https://api.elsevier.com/content/author/author_id/55621532100,55621532100,Zhong L.,Zhong,Laiping,L.,true,60082819,NA,80
true,18,https://api.elsevier.com/content/author/author_id/7202762344,7202762344,Gilbert M.R.,Gilbert,Mark R.,M.R.,true,60013409,NA,80
true,19,https://api.elsevier.com/content/author/author_id/7203003412,7203003412,Zhuang Z.,Zhuang,Zhengping,Z.,true,60013409,0000-0002-0009-7370,80
true,1,https://api.elsevier.com/content/author/author_id/57211347742,57211347742,Makarious M.B.,Makarious,Mary B.,M.B.,true,60017252,0000-0002-7978-1051,81
true,2,https://api.elsevier.com/content/author/author_id/7005060418,7005060418,Leonard H.L.,Leonard,Hampton L.,H.L.,true,60017252,NA,81
true,3,https://api.elsevier.com/content/author/author_id/57205586605,57205586605,Vitale D.,Vitale,Dan,D.,true,60006577,NA,81
true,4,https://api.elsevier.com/content/author/author_id/57088058900,57088058900,Iwaki H.,Iwaki,Hirotaka,H.,true,60017252,NA,81
true,5,https://api.elsevier.com/content/author/author_id/55920116200,55920116200,Sargent L.,Sargent,Lana,L.,true,60017252,NA,81
true,6,https://api.elsevier.com/content/author/author_id/57192373623,57192373623,Dadu A.,Dadu,Anant,A.,true,60282642,NA,81
true,7,https://api.elsevier.com/content/author/author_id/57221340101,57221340101,Violich I.,Violich,Ivo,I.,true,60015183,NA,81
true,8,https://api.elsevier.com/content/author/author_id/55274199100,55274199100,Hutchins E.,Hutchins,Elizabeth,E.,true,60009543,NA,81
true,9,https://api.elsevier.com/content/author/author_id/57211752985,57211752985,Saffo D.,Saffo,David,D.,true,60141178,NA,81
true,10,https://api.elsevier.com/content/author/author_id/56586205000,56586205000,Bandres-Ciga S.,Bandres-Ciga,Sara,S.,true,60017252,NA,81
true,11,https://api.elsevier.com/content/author/author_id/57234508800,57234508800,Kim J.J.,Kim,Jonggeol Jeff,J.J.,true,60017252,NA,81
true,12,https://api.elsevier.com/content/author/author_id/57221542011,57221542011,Song Y.,Song,Yeajin,Y.,true,60017252,NA,81
true,13,https://api.elsevier.com/content/author/author_id/57222483157,57222483157,Maleknia M.,Maleknia,Melina,M.,true,60019647,NA,81
true,14,https://api.elsevier.com/content/author/author_id/57193521375,57193521375,Bookman M.,Bookman,Matt,M.,true,60116922,NA,81
true,15,https://api.elsevier.com/content/author/author_id/57223212980,57223212980,Nojopranoto W.,Nojopranoto,Willy,W.,true,60116922,NA,81
true,16,https://api.elsevier.com/content/author/author_id/7005170835,7005170835,Campbell R.H.,Campbell,Roy H.,R.H.,true,60282642,0000-0002-3754-7777,81
true,17,https://api.elsevier.com/content/author/author_id/57189489603,57189489603,Hashemi S.H.,Hashemi,Sayed Hadi,S.H.,true,60282642,NA,81
true,18,https://api.elsevier.com/content/author/author_id/6603778116,6603778116,Botia J.A.,Botia,Juan A.,J.A.,true,60019953,NA,81
true,19,https://api.elsevier.com/content/author/author_id/57222480071,57222480071,Carter J.F.,Carter,John F.,J.F.,true,125791168,NA,81
true,20,https://api.elsevier.com/content/author/author_id/57203082080,57203082080,Craig D.W.,Craig,David W.,D.W.,true,60015183,0000-0003-2040-1955,81
true,21,https://api.elsevier.com/content/author/author_id/14063937200,14063937200,Van Keuren-Jensen K.,Van Keuren-Jensen,Kendall,K.,true,60009543,NA,81
true,22,https://api.elsevier.com/content/author/author_id/56234940000,56234940000,Morris H.R.,Morris,Huw R.,H.R.,true,60019953,0000-0002-5473-3774,81
true,23,https://api.elsevier.com/content/author/author_id/56210513900,56210513900,Hardy J.A.,Hardy,John A.,J.A.,true,60019953,NA,81
true,24,https://api.elsevier.com/content/author/author_id/54881254200,54881254200,Blauwendraat C.,Blauwendraat,Cornelis,C.,true,60017252,0000-0001-9358-8111,81
