@_fa,@seq,author-url,authid,authname,surname,given-name,initials,afid.@_fa,afid.$,orcid,entry_number
true,1,https://api.elsevier.com/content/author/author_id/57208095998,57208095998,Calvo A.,Calvo,Andrea,A.,true,60012259,NA,1
true,2,https://api.elsevier.com/content/author/author_id/15838973400,15838973400,Canosa A.,Canosa,Antonio,A.,true,60012259,NA,1
true,3,https://api.elsevier.com/content/author/author_id/16203396300,16203396300,Moglia C.,Moglia,Cristina,C.,true,60012259,NA,1
true,4,https://api.elsevier.com/content/author/author_id/55338397300,55338397300,Manera U.,Manera,Umberto,U.,true,60012259,NA,1
true,5,https://api.elsevier.com/content/author/author_id/57189925913,57189925913,Grassano M.,Grassano,Maurizio,M.,true,60012259,NA,1
true,6,https://api.elsevier.com/content/author/author_id/57191751896,57191751896,Vasta R.,Vasta,Rosario,R.,true,60012259,NA,1
true,7,https://api.elsevier.com/content/author/author_id/57218593814,57218593814,Palumbo F.,Palumbo,Francesca,F.,true,60012259,0000-0002-7070-2409,1
true,8,https://api.elsevier.com/content/author/author_id/56373438400,56373438400,Cugnasco P.,Cugnasco,Paolo,P.,true,60012259,NA,1
true,9,https://api.elsevier.com/content/author/author_id/10142709600,10142709600,Gallone S.,Gallone,Salvatore,S.,true,60111308,NA,1
true,10,https://api.elsevier.com/content/author/author_id/57202469838,57202469838,Brunetti M.,Brunetti,Maura,M.,true,60012259,NA,1
true,11,https://api.elsevier.com/content/author/author_id/56385357700,56385357700,De Marchi F.,De Marchi,Fabiola,F.,true,60029535,NA,1
true,12,https://api.elsevier.com/content/author/author_id/58599134300,58599134300,Arena V.,Arena,Vincenzo,V.,true,122397639,NA,1
true,13,https://api.elsevier.com/content/author/author_id/57220528310,57220528310,Pagani M.,Pagani,Marco,M.,true,60012572,NA,1
true,14,https://api.elsevier.com/content/author/author_id/6603075111,6603075111,Dalgard C.,Dalgard,Clifton,C.,true,60006762,0000-0003-2025-8239,1
true,15,https://api.elsevier.com/content/author/author_id/57219521472,57219521472,Scholz S.W.,Scholz,Sonja W.,S.W.,true,60013780,NA,1
true,16,https://api.elsevier.com/content/author/author_id/9039188700,9039188700,Chia R.,Chia,Ruth,R.,true,60017252,0000-0002-4709-7423,1
true,17,https://api.elsevier.com/content/author/author_id/6602755802,6602755802,Corrado L.,Corrado,Lucia,L.,true,60003668,NA,1
true,18,https://api.elsevier.com/content/author/author_id/57221598393,57221598393,Dalfonso S.,Dalfonso,Sandra,S.,true,60003668,NA,1
true,19,https://api.elsevier.com/content/author/author_id/7003390256,7003390256,Mazzini L.,Mazzini,Letizia,L.,true,60029535,NA,1
true,20,https://api.elsevier.com/content/author/author_id/57222737534,57222737534,Traynor B.J.,Traynor,Bryan J.,B.J.,true,60001117,NA,1
true,21,https://api.elsevier.com/content/author/author_id/7006225787,7006225787,Chio A.,Chio,Adriano,A.,true,60012259,NA,1
true,1,https://api.elsevier.com/content/author/author_id/57217170842,57217170842,Chang M.W.,Chang,Ming Wen,M.W.,true,60017252,NA,2
true,2,https://api.elsevier.com/content/author/author_id/57218299965,57218299965,Yang J.H.,Yang,Jen Hao,J.H.,true,60017252,NA,2
true,3,https://api.elsevier.com/content/author/author_id/57192920635,57192920635,Tsitsipatis D.,Tsitsipatis,Dimitrios,D.,true,60017252,NA,2
true,4,https://api.elsevier.com/content/author/author_id/55683852900,55683852900,Yang X.,Yang,Xiaoling,X.,true,60017252,NA,2
true,5,https://api.elsevier.com/content/author/author_id/56970940200,56970940200,Martindale J.L.,Martindale,Jennifer L.,J.L.,true,60017252,NA,2
true,6,https://api.elsevier.com/content/author/author_id/39161825800,39161825800,Munk R.,Munk,Rachel,R.,true,60017252,NA,2
true,7,https://api.elsevier.com/content/author/author_id/57202835820,57202835820,Pandey P.R.,Pandey,Poonam R.,P.R.,true,60017252,NA,2
true,8,https://api.elsevier.com/content/author/author_id/57188697999,57188697999,Banskota N.,Banskota,Nirad,N.,true,60017252,NA,2
true,9,https://api.elsevier.com/content/author/author_id/57224352604,57224352604,Romero B.,Romero,Brigette,B.,true,60023004,NA,2
true,10,https://api.elsevier.com/content/author/author_id/23987330400,23987330400,Batish M.,Batish,Mona,M.,true,60023004,NA,2
true,11,https://api.elsevier.com/content/author/author_id/7006148706,7006148706,Piao Y.,Piao,Yulan,Y.,true,60017252,NA,2
true,12,https://api.elsevier.com/content/author/author_id/6506078170,6506078170,Mazan-Mamczarz K.,Mazan-Mamczarz,Krystyna,K.,true,60017252,NA,2
true,13,https://api.elsevier.com/content/author/author_id/13611167600,13611167600,De S.,De,Supriyo,S.,true,60017252,NA,2
true,14,https://api.elsevier.com/content/author/author_id/13006314400,13006314400,Abdelmohsen K.,Abdelmohsen,Kotb,K.,true,60017252,NA,2
true,15,https://api.elsevier.com/content/author/author_id/57222306368,57222306368,Wilson G.M.,Wilson,Gerald M.,G.M.,true,60012957,NA,2
true,16,https://api.elsevier.com/content/author/author_id/26643133700,26643133700,Gorospe M.,Gorospe,Myriam,M.,true,60017252,0000-0001-5439-3434,2
true,1,https://api.elsevier.com/content/author/author_id/7005644867,7005644867,Maltsev V.A.,Maltsev,Victor A.,V.A.,true,60017252,NA,3
true,2,https://api.elsevier.com/content/author/author_id/7401697224,7401697224,Stern M.D.,Stern,Michael D.,M.D.,true,60017252,NA,3
true,1,https://api.elsevier.com/content/author/author_id/57373591200,57373591200,Jiang K.,Jiang,Kening,K.,true,60006183,NA,4
true,2,https://api.elsevier.com/content/author/author_id/57193538376,57193538376,Armstrong N.M.,Armstrong,Nicole M.,N.M.,true,60009796,NA,4
true,3,https://api.elsevier.com/content/author/author_id/24553925600,24553925600,Agrawal Y.,Agrawal,Yuri,Y.,true,60001117,NA,4
true,4,https://api.elsevier.com/content/author/author_id/35104749500,35104749500,Gross A.L.,Gross,Alden L.,A.L.,true,60006183,NA,4
true,5,https://api.elsevier.com/content/author/author_id/35749105400,35749105400,Schrack J.A.,Schrack,Jennifer A.,J.A.,true,60006183,NA,4
true,6,https://api.elsevier.com/content/author/author_id/12807117100,12807117100,Lin F.R.,Lin,Frank R.,F.R.,true,60006183,NA,4
true,7,https://api.elsevier.com/content/author/author_id/57215726620,57215726620,Ferrucci L.,Ferrucci,Luigi,L.,true,60017252,NA,4
true,8,https://api.elsevier.com/content/author/author_id/7102831381,7102831381,Resnick S.M.,Resnick,Susan M.,S.M.,true,60017252,NA,4
true,9,https://api.elsevier.com/content/author/author_id/34167673400,34167673400,Deal J.A.,Deal,Jennifer A.,J.A.,true,60006183,NA,4
true,10,https://api.elsevier.com/content/author/author_id/57211778251,57211778251,Powell D.S.,Powell,Danielle S.,D.S.,true,60006183,NA,4
true,1,https://api.elsevier.com/content/author/author_id/57985609500,57985609500,Gálvez-Márquez D.K.,Gálvez-Márquez,Donovan K.,D.K.,true,60069652,NA,5
true,2,https://api.elsevier.com/content/author/author_id/57384501400,57384501400,Salgado-Ménez M.,Salgado-Ménez,Mildred,M.,true,60069652,NA,5
true,3,https://api.elsevier.com/content/author/author_id/36105498800,36105498800,Moreno-Castilla P.,Moreno-Castilla,Perla,P.,true,60017252,NA,5
true,4,https://api.elsevier.com/content/author/author_id/53881827100,53881827100,Rodríguez-Durán L.,Rodríguez-Durán,Luis,L.,true,60069652,NA,5
true,5,https://api.elsevier.com/content/author/author_id/57203911842,57203911842,Escobar M.L.,Escobar,Martha L.,M.L.,true,60027806,NA,5
true,6,https://api.elsevier.com/content/author/author_id/56002657200,56002657200,Tecuapetla F.,Tecuapetla,Fatuel,F.,true,60069652,NA,5
true,7,https://api.elsevier.com/content/author/author_id/7005501416,7005501416,Bermudez-Rattoni F.,Bermudez-Rattoni,Federico,F.,true,60069652,NA,5
true,1,https://api.elsevier.com/content/author/author_id/57212038293,57212038293,Noren Hooten N.,Noren Hooten,Nicole,N.,true,60017252,0000-0002-1683-3838,6
true,1,https://api.elsevier.com/content/author/author_id/6602944443,6602944443,Simuni T.,Simuni,Tanya,T.,true,60013227,0000-0002-2347-1644,7
true,2,https://api.elsevier.com/content/author/author_id/7005662786,7005662786,Merchant K.,Merchant,Kalpana,K.,true,60013227,NA,7
true,3,https://api.elsevier.com/content/author/author_id/36812490000,36812490000,Brumm M.C.,Brumm,Michael C.,M.C.,true,60024324,NA,7
true,4,https://api.elsevier.com/content/author/author_id/58237222600,58237222600,Cho H.,Cho,Hyunkeun,H.,true,60024324,NA,7
true,5,https://api.elsevier.com/content/author/author_id/56534064000,56534064000,Caspell-Garcia C.,Caspell-Garcia,Chelsea,C.,true,60024324,NA,7
true,6,https://api.elsevier.com/content/author/author_id/7102070962,7102070962,Coffey C.S.,Coffey,Christopher S.,C.S.,true,60024324,NA,7
true,7,https://api.elsevier.com/content/author/author_id/14051646500,14051646500,Chahine L.M.,Chahine,Lana M.,L.M.,true,60015543,NA,7
true,8,https://api.elsevier.com/content/author/author_id/23088255000,23088255000,Alcalay R.N.,Alcalay,Roy N.,R.N.,true,60008870,NA,7
true,9,https://api.elsevier.com/content/author/author_id/57218791470,57218791470,Nudelman K.,Nudelman,Kelly,K.,true,60021947,0000-0003-4040-1717,7
true,10,https://api.elsevier.com/content/author/author_id/57223456398,57223456398,Foroud T.,Foroud,Tatiana,T.,true,60021947,NA,7
true,11,https://api.elsevier.com/content/author/author_id/12243453800,12243453800,Mollenhauer B.,Mollenhauer,Brit,B.,true,60021110,NA,7
true,12,https://api.elsevier.com/content/author/author_id/57205866737,57205866737,Siderowf A.,Siderowf,Andrew,A.,true,60006297,NA,7
true,13,https://api.elsevier.com/content/author/author_id/57208075611,57208075611,Tanner C.,Tanner,Caroline,C.,true,60023691,0000-0002-3775-5082,7
true,14,https://api.elsevier.com/content/author/author_id/57088058900,57088058900,Iwaki H.,Iwaki,Hirotaka,H.,true,60017252,NA,7
true,15,https://api.elsevier.com/content/author/author_id/6701787548,6701787548,Sherer T.,Sherer,Todd,T.,true,60113050,NA,7
true,16,https://api.elsevier.com/content/author/author_id/7102813513,7102813513,Marek K.,Marek,Kenneth,K.,true,60023924,NA,7
true,12,https://api.elsevier.com/content/author/author_id/57205866737,57205866737,Siderowf A.,Siderowf,Andrew,A.,true,60006297,NA,7
true,18,https://api.elsevier.com/content/author/author_id/7004955269,7004955269,Seibyl J.,Seibyl,John,J.,true,60015543,NA,7
true,6,https://api.elsevier.com/content/author/author_id/7102070962,7102070962,Coffey C.S.,Coffey,Christopher S.,C.S.,true,60024324,NA,7
true,20,https://api.elsevier.com/content/author/author_id/56691543700,56691543700,Tosun-Turgut D.,Tosun-Turgut,Duygu,D.,true,60023691,NA,7
true,21,https://api.elsevier.com/content/author/author_id/58711645300,58711645300,Shaw L.M.,Shaw,Leslie M.,L.M.,true,60006297,NA,7
true,22,https://api.elsevier.com/content/author/author_id/59432615400,59432615400,Trojanowski J.Q.,Trojanowski,John Q.,J.Q.,true,60006297,NA,7
true,23,https://api.elsevier.com/content/author/author_id/7006092717,7006092717,Singleton A.,Singleton,Andrew,A.,true,60017252,NA,7
true,24,https://api.elsevier.com/content/author/author_id/35354740000,35354740000,Kieburtz K.,Kieburtz,Karl,K.,true,60027165,NA,7
true,25,https://api.elsevier.com/content/author/author_id/57223943025,57223943025,Toga A.,Toga,Arthur,A.,true,60029311,NA,7
true,11,https://api.elsevier.com/content/author/author_id/12243453800,12243453800,Mollenhauer B.,Mollenhauer,Brit,B.,true,60021110,NA,7
true,27,https://api.elsevier.com/content/author/author_id/57200742211,57200742211,Galasko D.,Galasko,Douglas,D.,true,60030612,NA,7
true,28,https://api.elsevier.com/content/author/author_id/35373337300,35373337300,Poewe W.,Poewe,Werner,W.,true,60008222,NA,7
true,10,https://api.elsevier.com/content/author/author_id/57223456398,57223456398,Foroud T.,Foroud,Tatiana,T.,true,60021947,NA,7
true,30,https://api.elsevier.com/content/author/author_id/22952056500,22952056500,Poston K.,Poston,Kathleen,K.,true,60012708,NA,7
true,31,https://api.elsevier.com/content/author/author_id/7005196126,7005196126,Bressman S.,Bressman,Susan,S.,true,105258730,NA,7
true,32,https://api.elsevier.com/content/author/author_id/57199651398,57199651398,Reimer A.,Reimer,Alyssa,A.,true,60113050,NA,7
true,33,https://api.elsevier.com/content/author/author_id/57208053968,57208053968,Arnedo V.,Arnedo,Vanessa,V.,true,60113050,NA,7
true,34,https://api.elsevier.com/content/author/author_id/57212216522,57212216522,Clark A.,Clark,Adrienne,A.,true,60113050,NA,7
true,35,https://api.elsevier.com/content/author/author_id/28567714900,28567714900,Frasier M.,Frasier,Mark,M.,true,60113050,NA,7
true,36,https://api.elsevier.com/content/author/author_id/16480496900,16480496900,Kopil C.,Kopil,Catherine,C.,true,60113050,NA,7
true,37,https://api.elsevier.com/content/author/author_id/36727203400,36727203400,Chowdhury S.,Chowdhury,Sohini,S.,true,60113050,NA,7
true,38,https://api.elsevier.com/content/author/author_id/6507272179,6507272179,Casaceli C.,Casaceli,Cynthia,C.,true,60024746,NA,7
true,39,https://api.elsevier.com/content/author/author_id/57813573000,57813573000,Dorsey R.,Dorsey,Ray,R.,true,60024746,NA,7
true,40,https://api.elsevier.com/content/author/author_id/35172147200,35172147200,Wilson R.,Wilson,Renee,R.,true,60024746,NA,7
true,41,https://api.elsevier.com/content/author/author_id/57205674405,57205674405,Mahes S.,Mahes,Sugi,S.,true,60024746,NA,7
true,18,https://api.elsevier.com/content/author/author_id/7004955269,7004955269,Seibyl J.,Seibyl,John,J.,true,60015543,NA,7
true,43,https://api.elsevier.com/content/author/author_id/58351105500,58351105500,Salerno C.,Salerno,Christina,C.,true,60023924,NA,7
true,44,https://api.elsevier.com/content/author/author_id/57200278985,57200278985,Ahrens M.,Ahrens,Monica,M.,true,60024324,NA,7
true,3,https://api.elsevier.com/content/author/author_id/36812490000,36812490000,Brumm M.C.,Brumm,Michael C.,M.C.,true,60024324,NA,7
true,46,https://api.elsevier.com/content/author/author_id/57212218659,57212218659,Cho H.R.,Cho,Hyunkeun Ryan,H.R.,true,60024324,NA,7
true,47,https://api.elsevier.com/content/author/author_id/57210132106,57210132106,Fedler J.,Fedler,Janel,J.,true,60024324,NA,7
true,48,https://api.elsevier.com/content/author/author_id/35337147000,35337147000,LaFontant D.E.,LaFontant,David Erick,D.E.,true,60015543,NA,7
true,49,https://api.elsevier.com/content/author/author_id/58078326800,58078326800,Kurth R.,Kurth,Ryan,R.,true,60024324,NA,7
true,50,https://api.elsevier.com/content/author/author_id/24330868300,24330868300,Crawford K.,Crawford,Karen,K.,true,60029311,NA,7
true,51,https://api.elsevier.com/content/author/author_id/56693004600,56693004600,Casalin P.,Casalin,Paola,P.,true,108518688,NA,7
true,52,https://api.elsevier.com/content/author/author_id/57109139300,57109139300,Malferrari G.,Malferrari,Giulia,G.,true,60008870,NA,7
true,53,https://api.elsevier.com/content/author/author_id/57193203311,57193203311,Weisz M.G.,Weisz,Mali Gani,M.G.,true,60008870,NA,7
true,54,https://api.elsevier.com/content/author/author_id/7004646763,7004646763,Orr-Urtreger A.,Orr-Urtreger,Avi,A.,true,60008870,NA,7
true,55,https://api.elsevier.com/content/author/author_id/57661988000,57661988000,Trojanowski J.,Trojanowski,John,J.,true,60006297,NA,7
true,21,https://api.elsevier.com/content/author/author_id/58711645300,58711645300,Shaw L.M.,Shaw,Leslie M.,L.M.,true,60006297,NA,7
true,57,https://api.elsevier.com/content/author/author_id/7005231121,7005231121,Montine T.,Montine,Thomas,T.,true,60012708,NA,7
true,58,https://api.elsevier.com/content/author/author_id/16201866800,16201866800,Baglieri C.,Baglieri,Chris,C.,true,119540220,NA,7
true,59,https://api.elsevier.com/content/author/author_id/57217241694,57217241694,Christini A.,Christini,Amanda,A.,true,119540220,NA,7
true,60,https://api.elsevier.com/content/author/author_id/57203558295,57203558295,Russell D.,Russell,David,D.,true,60023924,NA,7
true,61,https://api.elsevier.com/content/author/author_id/57207903338,57207903338,Dahodwala N.,Dahodwala,Nabila,N.,true,60006297,NA,7
true,62,https://api.elsevier.com/content/author/author_id/7006084033,7006084033,Giladi N.,Giladi,Nir,N.,true,60008870,NA,7
true,63,https://api.elsevier.com/content/author/author_id/7101901383,7101901383,Factor S.,Factor,Stewart,S.,true,60002339,NA,7
true,64,https://api.elsevier.com/content/author/author_id/7006249548,7006249548,Hogarth P.,Hogarth,Penelope,P.,true,60016733,NA,7
true,65,https://api.elsevier.com/content/author/author_id/56926372900,56926372900,Standaert D.,Standaert,David,D.,true,60027086,NA,7
true,66,https://api.elsevier.com/content/author/author_id/35350555400,35350555400,Hauser R.,Hauser,Robert,R.,true,60007740,NA,7
true,67,https://api.elsevier.com/content/author/author_id/36012646700,36012646700,Jankovic J.,Jankovic,Joseph,J.,true,60002441,NA,7
true,68,https://api.elsevier.com/content/author/author_id/6603556535,6603556535,Saint-Hilaire M.,Saint-Hilaire,Marie,M.,true,60019674,NA,7
true,69,https://api.elsevier.com/content/author/author_id/7005572016,7005572016,Richard I.,Richard,Irene,I.,true,60027165,NA,7
true,70,https://api.elsevier.com/content/author/author_id/57202033884,57202033884,Shprecher D.,Shprecher,David,D.,true,115364733,NA,7
true,71,https://api.elsevier.com/content/author/author_id/7202199348,7202199348,Fernandez H.,Fernandez,Hubert,H.,true,60021160,NA,7
true,72,https://api.elsevier.com/content/author/author_id/36058538900,36058538900,Brockmann K.,Brockmann,Katrina,K.,true,60017246,NA,7
true,73,https://api.elsevier.com/content/author/author_id/55601781500,55601781500,Rosenthal L.,Rosenthal,Liana,L.,true,60005248,NA,7
true,74,https://api.elsevier.com/content/author/author_id/7102266387,7102266387,Barone P.,Barone,Paolo,P.,true,60007061,NA,7
true,75,https://api.elsevier.com/content/author/author_id/58516064100,58516064100,Espayc A.,Espayc,Alberto,A.,true,60025152,NA,7
true,76,https://api.elsevier.com/content/author/author_id/7201668122,7201668122,Rowe D.,Rowe,Dominic,D.,true,60019544,NA,7
true,77,https://api.elsevier.com/content/author/author_id/7101692176,7101692176,Marder K.,Marder,Karen,K.,true,60030162,NA,7
true,78,https://api.elsevier.com/content/author/author_id/57189070337,57189070337,Santiago A.,Santiago,Anthony,A.,true,60028901,NA,7
true,31,https://api.elsevier.com/content/author/author_id/7005196126,7005196126,Bressman S.,Bressman,Susan,S.,true,105258730,NA,7
true,80,https://api.elsevier.com/content/author/author_id/7404287367,7404287367,Hu S.C.,Hu,Shu Ching,S.C.,true,60015481,NA,7
true,81,https://api.elsevier.com/content/author/author_id/57220727502,57220727502,Isaacson S.,Isaacson,Stuart,S.,true,105889067,NA,7
true,82,https://api.elsevier.com/content/author/author_id/55694576000,55694576000,Corvol J.C.,Corvol,Jean Christophe,J.C.,true,60015622,NA,7
true,83,https://api.elsevier.com/content/author/author_id/6603443946,6603443946,Martinez J.R.,Martinez,Javiar Ruiz,J.R.,true,60007263,NA,7
true,84,https://api.elsevier.com/content/author/author_id/35392145900,35392145900,Tolosa E.,Tolosa,Eduardo,E.,true,60030315,NA,7
true,85,https://api.elsevier.com/content/author/author_id/8344323000,8344323000,Tai Y.,Tai,Yen,Y.,true,60015150,NA,7
true,86,https://api.elsevier.com/content/author/author_id/24767083800,24767083800,Politis M.,Politis,Marios,M.,true,60011520,NA,7
true,87,https://api.elsevier.com/content/author/author_id/57204514472,57204514472,Smejdir D.,Smejdir,Debra,D.,true,60023924,NA,7
true,88,https://api.elsevier.com/content/author/author_id/54792228100,54792228100,Rees L.,Rees,Linda,L.,true,60023924,NA,7
true,89,https://api.elsevier.com/content/author/author_id/58587049600,58587049600,Williams K.,Williams,Karen,K.,true,60024324,NA,7
true,90,https://api.elsevier.com/content/author/author_id/57194198797,57194198797,Kausar F.,Kausar,Farah,F.,true,60023691,NA,7
true,91,https://api.elsevier.com/content/author/author_id/55459227900,55459227900,Williams K.,Williams,Karen,K.,true,60013227,NA,7
true,92,https://api.elsevier.com/content/author/author_id/57205667689,57205667689,Richardson W.,Richardson,Whitney,W.,true,60006297,NA,7
true,93,https://api.elsevier.com/content/author/author_id/56693005500,56693005500,Willeke D.,Willeke,Diana,D.,true,60015642,NA,7
true,94,https://api.elsevier.com/content/author/author_id/57205673480,57205673480,Peacock S.,Peacock,Shawnees,S.,true,60030612,NA,7
true,95,https://api.elsevier.com/content/author/author_id/54792311100,54792311100,Sommerfeld B.,Sommerfeld,Barbara,B.,true,60002339,NA,7
true,96,https://api.elsevier.com/content/author/author_id/57205669028,57205669028,Freed A.,Freed,Alison,A.,true,60016733,NA,7
true,97,https://api.elsevier.com/content/author/author_id/57205673745,57205673745,Wakeman K.,Wakeman,Katrina,K.,true,60027086,NA,7
true,98,https://api.elsevier.com/content/author/author_id/57204515223,57204515223,Blair C.,Blair,Courtney,C.,true,60007740,NA,7
true,99,https://api.elsevier.com/content/author/author_id/26040751200,26040751200,Guthrie S.,Guthrie,Stephanie,S.,true,60002441,NA,7
true,100,https://api.elsevier.com/content/author/author_id/57205668497,57205668497,Harrell L.,Harrell,Leigh,L.,true,60007740,NA,7
true,1,https://api.elsevier.com/content/author/author_id/55644542900,55644542900,Replogle J.M.,Replogle,Joseph M.,J.M.,true,60023691,0000-0003-1832-919X,8
true,2,https://api.elsevier.com/content/author/author_id/57220744643,57220744643,Bonnar J.L.,Bonnar,Jessica L.,J.L.,true,60031970,0000-0001-5531-4849,8
true,3,https://api.elsevier.com/content/author/author_id/57219698650,57219698650,Pogson A.N.,Pogson,Angela N.,A.N.,true,60031970,0000-0002-6927-2456,8
true,4,https://api.elsevier.com/content/author/author_id/57209721208,57209721208,Liem C.R.,Liem,Christina R.,C.R.,true,60031970,0000-0003-2744-6312,8
true,5,https://api.elsevier.com/content/author/author_id/55481481900,55481481900,Maier N.K.,Maier,Nolan K.,N.K.,true,60002746,0000-0001-6103-6726,8
true,6,https://api.elsevier.com/content/author/author_id/57201310007,57201310007,Ding Y.,Ding,Yufang,Y.,true,60002746,0000-0001-6633-8192,8
true,7,https://api.elsevier.com/content/author/author_id/59815715300,59815715300,Russell B.J.,Russell,Baylee J.,B.J.,true,60002746,0000-0001-5284-3809,8
true,8,https://api.elsevier.com/content/author/author_id/57866946700,57866946700,Wang X.,Wang,Xingren,X.,true,60002746,NA,8
true,9,https://api.elsevier.com/content/author/author_id/57220385485,57220385485,Leng K.,Leng,Kun,K.,true,60023691,NA,8
true,10,https://api.elsevier.com/content/author/author_id/57199718500,57199718500,Guna A.,Guna,Alina,A.,true,60031970,NA,8
true,11,https://api.elsevier.com/content/author/author_id/35795779500,35795779500,Norman T.M.,Norman,Thomas M.,T.M.,true,60031970,NA,8
true,12,https://api.elsevier.com/content/author/author_id/57191882024,57191882024,Pak R.A.,Pak,Ryan A.,R.A.,true,60031970,NA,8
true,13,https://api.elsevier.com/content/author/author_id/7005869446,7005869446,Ramos D.M.,Ramos,Daniel M.,D.M.,true,60006577,NA,8
true,14,https://api.elsevier.com/content/author/author_id/7403169225,7403169225,Ward M.E.,Ward,Michael E.,M.E.,true,60013780,0000-0002-5296-8051,8
true,15,https://api.elsevier.com/content/author/author_id/59789701700,59789701700,Gilbert L.A.,Gilbert,Luke A.,L.A.,true,60031970,0000-0001-5854-0825,8
true,16,https://api.elsevier.com/content/author/author_id/7003540668,7003540668,Kampmann M.,Kampmann,Martin,M.,true,60023691,0000-0002-3819-7019,8
true,17,https://api.elsevier.com/content/author/author_id/34974882800,34974882800,Weissman J.S.,Weissman,Jonathan S.,J.S.,true,60031970,0000-0003-2445-670X,8
true,18,https://api.elsevier.com/content/author/author_id/36054674100,36054674100,Jost M.,Jost,Marco,M.,true,60031970,0000-0002-1369-4908,8
true,1,https://api.elsevier.com/content/author/author_id/23571047500,23571047500,Soutar M.P.M.,Soutar,Marc P.M.,M.P.M.,true,60019953,0000-0003-0008-9423,9
true,2,https://api.elsevier.com/content/author/author_id/57198865496,57198865496,Melandri D.,Melandri,Daniela,D.,true,60019953,0000-0002-3630-5143,9
true,3,https://api.elsevier.com/content/author/author_id/57204857078,57204857078,O'Callaghan B.,O'Callaghan,Benjamin,B.,true,60019953,0000-0002-1323-6843,9
true,4,https://api.elsevier.com/content/author/author_id/57200724673,57200724673,Annuario E.,Annuario,Emily,E.,true,60011520,0000-0002-0342-1113,9
true,5,https://api.elsevier.com/content/author/author_id/55751351200,55751351200,Monaghan A.E.,Monaghan,Amy E.,A.E.,true,60022148,0000-0003-0302-6989,9
true,6,https://api.elsevier.com/content/author/author_id/54789316300,54789316300,Welsh N.J.,Welsh,Natalie J.,N.J.,true,60000368,0000-0002-2714-0367,9
true,7,https://api.elsevier.com/content/author/author_id/56893814300,56893814300,D'Sa K.,D'Sa,Karishma,K.,true,127131186,NA,9
true,8,https://api.elsevier.com/content/author/author_id/56491026400,56491026400,Guelfi S.,Guelfi,Sebastian,S.,true,60022148,0000-0002-0256-2686,9
true,9,https://api.elsevier.com/content/author/author_id/57206457146,57206457146,Zhang D.,Zhang,David,D.,true,60019953,0000-0003-2382-8460,9
true,10,https://api.elsevier.com/content/author/author_id/57196045273,57196045273,Pittman A.,Pittman,Alan,A.,true,60029329,0000-0002-8112-2987,9
true,11,https://api.elsevier.com/content/author/author_id/57204744550,57204744550,Trabzuni D.,Trabzuni,Daniah,D.,true,60019953,0000-0003-4826-9570,9
true,12,https://api.elsevier.com/content/author/author_id/57189074474,57189074474,Verboven A.H.A.,Verboven,Anouk H.A.,A.H.A.,true,60102054,0000-0002-9252-6020,9
true,13,https://api.elsevier.com/content/author/author_id/57218765999,57218765999,Pan K.S.,Pan,Kylie S.,K.S.,true,60019953,0000-0003-1057-9119,9
true,14,https://api.elsevier.com/content/author/author_id/57194722724,57194722724,Kia D.A.,Kia,Demis A.,D.A.,true,127131186,NA,9
true,15,https://api.elsevier.com/content/author/author_id/24279662700,24279662700,Bictash M.,Bictash,Magda,M.,true,60022148,0000-0002-7909-8076,9
true,16,https://api.elsevier.com/content/author/author_id/9739583500,9739583500,Gandhi S.,Gandhi,Sonia,S.,true,127131186,0000-0003-4395-2661,9
true,17,https://api.elsevier.com/content/author/author_id/7003363686,7003363686,Houlden H.,Houlden,Henry,H.,true,60019953,0000-0002-2866-7777,9
true,18,https://api.elsevier.com/content/author/author_id/7006533543,7006533543,Cookson M.R.,Cookson,Mark R.,M.R.,true,60017252,0000-0002-1058-3831,9
true,19,https://api.elsevier.com/content/author/author_id/6603297002,6603297002,Kasri N.N.,Kasri,Nael Nadif,N.N.,true,60102054,0000-0002-7448-9289,9
true,20,https://api.elsevier.com/content/author/author_id/7202960784,7202960784,Wood N.W.,Wood,Nicholas W.,N.W.,true,127131186,0000-0002-9500-3348,9
true,21,https://api.elsevier.com/content/author/author_id/7006092717,7006092717,Singleton A.B.,Singleton,Andrew B.,A.B.,true,60017252,0000-0001-5606-700X,9
true,22,https://api.elsevier.com/content/author/author_id/56210513900,56210513900,Hardy J.,Hardy,John,J.,true,60019953,0000-0002-3122-0423,9
true,23,https://api.elsevier.com/content/author/author_id/7202412883,7202412883,Whiting P.J.,Whiting,Paul J.,P.J.,true,60022148,0000-0002-4121-1379,9
true,24,https://api.elsevier.com/content/author/author_id/54881254200,54881254200,Blauwendraat C.,Blauwendraat,Cornelis,C.,true,60017252,0000-0001-9358-8111,9
true,25,https://api.elsevier.com/content/author/author_id/8592831600,8592831600,Whitworth A.J.,Whitworth,Alexander J.,A.J.,true,60000368,0000-0002-1154-6629,9
true,26,https://api.elsevier.com/content/author/author_id/12775007400,12775007400,Manzoni C.,Manzoni,Claudia,C.,true,60016379,0000-0001-5367-4023,9
true,27,https://api.elsevier.com/content/author/author_id/57217124361,57217124361,Ryten M.,Ryten,Mina,M.,true,127131186,0000-0001-9520-6957,9
true,28,https://api.elsevier.com/content/author/author_id/14045338700,14045338700,Lewis P.A.,Lewis,Patrick A.,P.A.,true,60019953,0000-0003-4537-0489,9
