@_fa,@seq,author-url,authid,orcid,authname,surname,given-name,initials,afid.@_fa,afid.$,entry_number
true,9,https://api.elsevier.com/content/author/author_id/7101601416,7101601416,NA,Kai M.,Kai,Mihoko,M.,true,60001117,3
true,10,https://api.elsevier.com/content/author/author_id/55898020200,55898020200,0000-0003-1695-3837,Liu Y.,Liu,Yie,Y.,true,60017252,3
true,1,https://api.elsevier.com/content/author/author_id/14821880100,14821880100,NA,Bañuelos C.,Bañuelos,C.,C.,true,60017252,4
true,2,https://api.elsevier.com/content/author/author_id/57216636943,57216636943,NA,Kittleson J.R.,Kittleson,J. R.,J.R.,true,60017252,4
true,3,https://api.elsevier.com/content/author/author_id/57226577207,57226577207,NA,LaNasa K.H.,LaNasa,K. H.,K.H.,true,60017252,4
true,4,https://api.elsevier.com/content/author/author_id/57213185967,57213185967,NA,Galiano C.S.,Galiano,C. S.,C.S.,true,60017252,4
true,5,https://api.elsevier.com/content/author/author_id/58759027800,58759027800,NA,Roth S.M.,Roth,S. M.,S.M.,true,60017252,4
true,6,https://api.elsevier.com/content/author/author_id/8603089200,8603089200,NA,Perez E.J.,Perez,E. J.,E.J.,true,60017252,4
true,7,https://api.elsevier.com/content/author/author_id/7403446546,7403446546,NA,Long J.M.,Long,J. M.,J.M.,true,60017252,4
true,8,https://api.elsevier.com/content/author/author_id/24345129700,24345129700,NA,Roberts M.T.,Roberts,M. T.,M.T.,true,60072478,4
true,9,https://api.elsevier.com/content/author/author_id/58769290800,58769290800,NA,Fong S.,Fong,S.,S.,true,60017252,4
true,10,https://api.elsevier.com/content/author/author_id/7006145000,7006145000,NA,Rapp P.R.,Rapp,P. R.,P.R.,true,60017252,4
true,1,https://api.elsevier.com/content/author/author_id/56843847700,56843847700,0000-0001-5307-5805,Zhou X.,Zhou,Xiaopu,X.,true,60008592,5
true,2,https://api.elsevier.com/content/author/author_id/55721198000,55721198000,NA,Chen Y.,Chen,Yu,Y.,true,60008592,5
true,3,https://api.elsevier.com/content/author/author_id/6603683350,6603683350,NA,Ip F.C.F.,Ip,Fanny C.F.,F.C.F.,true,60008592,5
true,4,https://api.elsevier.com/content/author/author_id/57221862872,57221862872,0000-0001-8585-0714,Jiang Y.,Jiang,Yuanbing,Y.,true,60008592,5
true,5,https://api.elsevier.com/content/author/author_id/57219467187,57219467187,NA,Cao H.,Cao,Han,H.,true,60008592,5
true,6,https://api.elsevier.com/content/author/author_id/59325771200,59325771200,NA,Lv G.,Lv,Ge,G.,true,60008592,5
true,7,https://api.elsevier.com/content/author/author_id/57221863314,57221863314,NA,Zhong H.,Zhong,Huan,H.,true,60008592,5
true,8,https://api.elsevier.com/content/author/author_id/57750865000,57750865000,NA,Chen J.,Chen,Jiahang,J.,true,60008592,5
true,9,https://api.elsevier.com/content/author/author_id/55251519100,55251519100,0000-0002-8075-7323,Ye T.,Ye,Tao,T.,true,60008592,5
true,10,https://api.elsevier.com/content/author/author_id/57213551809,57213551809,NA,Chen Y.,Chen,Yuewen,Y.,true,60008592,5
true,11,https://api.elsevier.com/content/author/author_id/57211040420,57211040420,NA,Zhang Y.,Zhang,Yulin,Y.,true,60111413,5
true,12,https://api.elsevier.com/content/author/author_id/57211039857,57211039857,NA,Ma S.,Ma,Shuangshuang,S.,true,60111413,5
true,13,https://api.elsevier.com/content/author/author_id/57221870704,57221870704,NA,Lo R.M.N.,Lo,Ronnie M.N.,R.M.N.,true,60008592,5
true,14,https://api.elsevier.com/content/author/author_id/56677931700,56677931700,NA,Tong E.P.S.,Tong,Estella P.S.,E.P.S.,true,60008592,5
true,15,https://api.elsevier.com/content/author/author_id/16233253200,16233253200,NA,Furst A.J.,Furst,Ansgar J.,A.J.,true,60012708,5
true,16,https://api.elsevier.com/content/author/author_id/7405408425,7405408425,NA,Taylor J.L.,Taylor,Joy L.,J.L.,true,60012708,5
true,17,https://api.elsevier.com/content/author/author_id/7102697192,7102697192,NA,Yesavage J.A.,Yesavage,Jerome A.,J.A.,true,60012708,5
true,18,https://api.elsevier.com/content/author/author_id/8537333300,8537333300,NA,Li G.,Li,Gail,G.,true,60003500,5
true,19,https://api.elsevier.com/content/author/author_id/7003702089,7003702089,NA,Petrie E.C.,Petrie,Eric C.,E.C.,true,60003500,5
true,20,https://api.elsevier.com/content/author/author_id/57202595140,57202595140,NA,Peskind E.R.,Peskind,Elaine R.,E.R.,true,60015481,5
true,21,https://api.elsevier.com/content/author/author_id/11738984700,11738984700,NA,Harding S.,Harding,Sandra,S.,true,60032179,5
true,22,https://api.elsevier.com/content/author/author_id/6507934992,6507934992,NA,Fruehling J.J.,Fruehling,J. Jay,J.J.,true,60032179,5
true,23,https://api.elsevier.com/content/author/author_id/56616060800,56616060800,NA,Massoglia D.,Massoglia,Dino,D.,true,60023222,5
true,24,https://api.elsevier.com/content/author/author_id/24401117800,24401117800,NA,James O.,James,Olga,O.,true,60113147,5
true,25,https://api.elsevier.com/content/author/author_id/6602716580,6602716580,NA,Arfanakis K.,Arfanakis,Konstantinos,K.,true,60018691,5
true,26,https://api.elsevier.com/content/author/author_id/57207904375,57207904375,NA,Fleischman D.,Fleischman,Debra,D.,true,60018691,5
true,27,https://api.elsevier.com/content/author/author_id/7007136807,7007136807,NA,Friedl K.,Friedl,Karl,K.,NA,NA,5
true,28,https://api.elsevier.com/content/author/author_id/56662860200,56662860200,NA,Finley S.,Finley,Shannon,S.,true,60023691,5
true,29,https://api.elsevier.com/content/author/author_id/57035726200,57035726200,NA,Hayes J.,Hayes,Jacqueline,J.,true,60023691,5
true,30,https://api.elsevier.com/content/author/author_id/57201785529,57201785529,NA,Morrison R.,Morrison,Rosemary,R.,true,60030612,5
true,31,https://api.elsevier.com/content/author/author_id/56662629900,56662629900,NA,Davis M.,Davis,Melissa,M.,true,60030612,5
true,32,https://api.elsevier.com/content/author/author_id/7102087206,7102087206,NA,Grafman J.,Grafman,Jordan,J.,true,60007363,5
true,33,https://api.elsevier.com/content/author/author_id/7003863711,7003863711,NA,Neylan T.,Neylan,Thomas,T.,true,60023691,5
true,34,https://api.elsevier.com/content/author/author_id/56662778000,56662778000,NA,Raj B.A.,Raj,Balebail Ashok,B.A.,true,60077650,5
true,35,https://api.elsevier.com/content/author/author_id/56663188800,56663188800,NA,Fargher K.,Fargher,Kristin,K.,true,60077650,5
true,36,https://api.elsevier.com/content/author/author_id/57198626762,57198626762,NA,Smith A.,Smith,Amanda,A.,true,60077650,5
true,37,https://api.elsevier.com/content/author/author_id/56663275200,56663275200,NA,Raudin L.,Raudin,Lisa,L.,true,117531896,5
true,38,https://api.elsevier.com/content/author/author_id/56663200300,56663200300,NA,Chaing G.,Chaing,Gloria,G.,true,60007997,5
true,39,https://api.elsevier.com/content/author/author_id/6603871396,6603871396,NA,Relkin N.,Relkin,Norman,N.,true,60007997,5
true,40,https://api.elsevier.com/content/author/author_id/57213077999,57213077999,NA,Smith K.E.,Smith,Karen Elizabeth,K.E.,true,60009788,5
true,41,https://api.elsevier.com/content/author/author_id/55932812300,55932812300,NA,Shim H.,Shim,Hyungsub,H.,true,60009788,5
true,42,https://api.elsevier.com/content/author/author_id/57418973000,57418973000,NA,Boles Ponto L.L.,Boles Ponto,Laura L.,L.L.,true,60009788,5
true,43,https://api.elsevier.com/content/author/author_id/57200718682,57200718682,NA,Schultz S.K.,Schultz,Susan K.,S.K.,true,60009788,5
true,44,https://api.elsevier.com/content/author/author_id/56663210000,56663210000,NA,Sarrael A.,Sarrael,Antero,A.,true,60006463,5
true,45,https://api.elsevier.com/content/author/author_id/6602219087,6602219087,NA,Hernando R.,Hernando,Raymundo,R.,true,60006463,5
true,46,https://api.elsevier.com/content/author/author_id/7005360684,7005360684,NA,Pomara N.,Pomara,Nunzio,N.,true,60006463,5
true,47,https://api.elsevier.com/content/author/author_id/7006641163,7006641163,NA,Drost D.,Drost,Dick,D.,true,60008242,5
true,48,https://api.elsevier.com/content/author/author_id/6602123208,6602123208,NA,Rachinsky I.,Rachinsky,Irina,I.,true,60008242,5
true,49,https://api.elsevier.com/content/author/author_id/8770273000,8770273000,NA,Pasternak S.,Pasternak,Stephen,S.,true,60008242,5
true,50,https://api.elsevier.com/content/author/author_id/35512324100,35512324100,NA,Bachman D.,Bachman,David,D.,true,60023222,5
true,51,https://api.elsevier.com/content/author/author_id/35568865000,35568865000,NA,Spicer K.,Spicer,Kenneth,K.,true,60023222,5
true,52,https://api.elsevier.com/content/author/author_id/7004465607,7004465607,NA,Mintzer J.,Mintzer,Jacobo,J.,true,60023222,5
true,53,https://api.elsevier.com/content/author/author_id/59271872500,59271872500,NA,Miller B.L.,Miller,Bruce L.,B.L.,true,60023691,5
true,54,https://api.elsevier.com/content/author/author_id/56788643900,56788643900,NA,Rosen H.J.,Rosen,Howard J.,H.J.,true,60023691,5
true,55,https://api.elsevier.com/content/author/author_id/35564683000,35564683000,NA,Correia S.,Correia,Stephen,S.,true,60003486,5
true,56,https://api.elsevier.com/content/author/author_id/7004903479,7004903479,NA,Malloy P.,Malloy,Paul,P.,true,60003486,5
true,57,https://api.elsevier.com/content/author/author_id/7003840992,7003840992,NA,Salloway S.,Salloway,Stephen,S.,true,60003486,5
true,58,https://api.elsevier.com/content/author/author_id/6701385581,6701385581,NA,Tremont G.,Tremont,Geoffrey,G.,true,60017866,5
true,59,https://api.elsevier.com/content/author/author_id/6701529306,6701529306,NA,Querfurth H.,Querfurth,Henry,H.,true,60017866,5
true,60,https://api.elsevier.com/content/author/author_id/7004445459,7004445459,NA,Ott B.R.,Ott,Brian R.,B.R.,true,60017866,5
true,61,https://api.elsevier.com/content/author/author_id/55386490100,55386490100,NA,Watkins F.,Watkins,Franklin,F.,true,60025688,5
true,62,https://api.elsevier.com/content/author/author_id/57698184900,57698184900,NA,Garg P.,Garg,Pradeep,P.,true,60025688,5
true,63,https://api.elsevier.com/content/author/author_id/7403199453,7403199453,NA,Williamson J.D.,Williamson,Jeff D.,J.D.,true,60025688,5
true,64,https://api.elsevier.com/content/author/author_id/57211263143,57211263143,NA,Sink K.M.,Sink,Kaycee M.,K.M.,true,60025688,5
true,65,https://api.elsevier.com/content/author/author_id/35238921900,35238921900,NA,Schwartz E.S.,Schwartz,Eben S.,E.S.,true,60001844,5
true,66,https://api.elsevier.com/content/author/author_id/7801652694,7801652694,NA,Kitzmiller T.J.,Kitzmiller,Tamar J.,T.J.,true,60001844,5
true,67,https://api.elsevier.com/content/author/author_id/7003599940,7003599940,NA,Santulli R.B.,Santulli,Robert B.,R.B.,true,60001844,5
true,68,https://api.elsevier.com/content/author/author_id/58262426300,58262426300,NA,Anderson K.,Anderson,Karen,K.,true,60018395,5
true,69,https://api.elsevier.com/content/author/author_id/7004854885,7004854885,NA,Blank K.,Blank,Karen,K.,true,60018395,5
true,70,https://api.elsevier.com/content/author/author_id/7005150580,7005150580,NA,Pearlson G.D.,Pearlson,Godfrey D.,G.D.,true,60018395,5
true,71,https://api.elsevier.com/content/author/author_id/57169217200,57169217200,NA,Brown A.D.,Brown,Alice D.,A.D.,true,60007977,5
true,72,https://api.elsevier.com/content/author/author_id/36467946000,36467946000,NA,Celmins D.,Celmins,Dzintra,D.,true,60007977,5
true,73,https://api.elsevier.com/content/author/author_id/56662793000,56662793000,NA,Zimmerman E.A.,Zimmerman,Earl A.,E.A.,true,60007977,5
true,74,https://api.elsevier.com/content/author/author_id/36247048400,36247048400,NA,Adeli A.,Adeli,Anahita,A.,true,60003500,5
true,75,https://api.elsevier.com/content/author/author_id/6505859026,6505859026,NA,Kataki M.,Kataki,Maria,M.,true,60003500,5
true,76,https://api.elsevier.com/content/author/author_id/6603272574,6603272574,NA,Scharre D.W.,Scharre,Douglas W.,D.W.,true,60003500,5
true,77,https://api.elsevier.com/content/author/author_id/57224903816,57224903816,NA,Rainka M.,Rainka,Michelle,M.,true,60097834,5
true,78,https://api.elsevier.com/content/author/author_id/15025732200,15025732200,NA,Capote H.,Capote,Horacio,H.,true,60097834,5
true,79,https://api.elsevier.com/content/author/author_id/6701576850,6701576850,NA,Bates V.,Bates,Vernice,V.,true,60097834,5
true,80,https://api.elsevier.com/content/author/author_id/26635985900,26635985900,NA,Reeder S.,Reeder,Stephanie,S.,true,60025488,5
true,81,https://api.elsevier.com/content/author/author_id/7006688411,7006688411,NA,Tariot P.,Tariot,Pierre,P.,true,60025488,5
true,82,https://api.elsevier.com/content/author/author_id/12767045500,12767045500,NA,Nguyen D.,Nguyen,Dana,D.,true,60027550,5
true,83,https://api.elsevier.com/content/author/author_id/56662857400,56662857400,NA,Preda A.,Preda,Adrian,A.,true,60027550,5
true,84,https://api.elsevier.com/content/author/author_id/7103143605,7103143605,NA,Carlsson C.M.,Carlsson,Cynthia M.,C.M.,true,60032179,5
true,85,https://api.elsevier.com/content/author/author_id/7006820761,7006820761,NA,Asthana S.,Asthana,Sanjay,S.,true,60032179,5
true,86,https://api.elsevier.com/content/author/author_id/57201598532,57201598532,NA,Johnson S.,Johnson,Sterling,S.,true,60032179,5
true,87,https://api.elsevier.com/content/author/author_id/7006517153,7006517153,NA,Bartha R.,Bartha,Rob,R.,true,60007855,5
true,88,https://api.elsevier.com/content/author/author_id/56662558600,56662558600,NA,Lee T.Y.,Lee,T. Y.,T.Y.,true,60007855,5
true,89,https://api.elsevier.com/content/author/author_id/6701579036,6701579036,NA,Borrie M.,Borrie,Michael,M.,true,60007855,5
true,90,https://api.elsevier.com/content/author/author_id/57212747022,57212747022,NA,Kittur S.,Kittur,Smita,S.,true,116887804,5
true,91,https://api.elsevier.com/content/author/author_id/57548363900,57548363900,NA,DeCarli C.,DeCarli,Charles,C.,true,60014439,5
true,92,https://api.elsevier.com/content/author/author_id/57221185505,57221185505,NA,Olichney J.,Olichney,John,J.,true,60014439,5
true,93,https://api.elsevier.com/content/author/author_id/6603086433,6603086433,NA,Carmichael O.,Carmichael,Owen,O.,true,60014439,5
true,94,https://api.elsevier.com/content/author/author_id/7101768351,7101768351,NA,Fletcher E.,Fletcher,Evan,E.,true,60014439,5
true,95,https://api.elsevier.com/content/author/author_id/56662783300,56662783300,NA,Hudson L.,Hudson,Leon,L.,true,60000305,5
true,96,https://api.elsevier.com/content/author/author_id/57220754731,57220754731,NA,Ogrocki P.,Ogrocki,Paula,P.,true,60000305,5
true,97,https://api.elsevier.com/content/author/author_id/7202948359,7202948359,NA,Lerner A.,Lerner,Alan,A.,true,60000305,5
true,98,https://api.elsevier.com/content/author/author_id/56662801900,56662801900,NA,Allard J.,Allard,Joanne,J.,true,60012771,5
true,99,https://api.elsevier.com/content/author/author_id/56662627600,56662627600,NA,Johnson P.L.,Johnson,Patricia Lynn,P.L.,true,60019674,5
true,100,https://api.elsevier.com/content/author/author_id/7003331973,7003331973,NA,Norbash A.,Norbash,Alexander,A.,true,60019674,5
true,1,https://api.elsevier.com/content/author/author_id/14048197300,14048197300,NA,Edlow B.L.,Edlow,Brian L.,B.L.,true,60029929,6
true,2,https://api.elsevier.com/content/author/author_id/57203033670,57203033670,NA,Gilmore N.,Gilmore,Natalie,N.,true,60029929,6
true,3,https://api.elsevier.com/content/author/author_id/57921462200,57921462200,NA,Tromly S.L.,Tromly,Samantha L.,S.L.,true,60007740,6
true,4,https://api.elsevier.com/content/author/author_id/13405222200,13405222200,NA,Deary K.B.,Deary,Katryna B.,K.B.,true,60007740,6
true,5,https://api.elsevier.com/content/author/author_id/58793040200,58793040200,NA,McKinney I.R.,McKinney,Isabella R.,I.R.,true,60007740,6
true,6,https://api.elsevier.com/content/author/author_id/58793130900,58793130900,NA,Hu C.G.,Hu,Collin G.,C.G.,true,60279370,6
true,7,https://api.elsevier.com/content/author/author_id/57200912393,57200912393,NA,Kelemen J.N.,Kelemen,Jessica N.,J.N.,true,60029929,6
true,8,https://api.elsevier.com/content/author/author_id/56526527300,56526527300,NA,Maffei C.,Maffei,Chiara,C.,true,60029929,6
true,9,https://api.elsevier.com/content/author/author_id/57191710907,57191710907,NA,Tseng C.E.J.,Tseng,Chieh En J.,C.E.J.,true,60029929,6
true,10,https://api.elsevier.com/content/author/author_id/57219585624,57219585624,NA,Llorden G.R.,Llorden,Gabriel Ramos,G.R.,true,60029929,6
true,11,https://api.elsevier.com/content/author/author_id/23992465800,23992465800,NA,Healy B.C.,Healy,Brian C.,B.C.,true,60029929,6
true,12,https://api.elsevier.com/content/author/author_id/57921628200,57921628200,NA,Masood M.,Masood,Maryam,M.,true,60029929,6
true,13,https://api.elsevier.com/content/author/author_id/57215006437,57215006437,NA,Cali R.J.,Cali,Ryan J.,R.J.,true,60029929,6
true,14,https://api.elsevier.com/content/author/author_id/57921462100,57921462100,NA,Baxter T.,Baxter,Timothy,T.,true,60029929,6
true,15,https://api.elsevier.com/content/author/author_id/57224819871,57224819871,NA,Yao E.F.,Yao,Eveline F.,E.F.,true,101378861,6
true,16,https://api.elsevier.com/content/author/author_id/6603354235,6603354235,NA,Belanger H.G.,Belanger,Heather G.,H.G.,true,60007740,6
true,17,https://api.elsevier.com/content/author/author_id/55531458300,55531458300,NA,Benjamini D.,Benjamini,Dan,D.,true,60017252,6
true,18,https://api.elsevier.com/content/author/author_id/7005651229,7005651229,NA,Basser P.J.,Basser,Peter J.,P.J.,true,60029929,6
true,19,https://api.elsevier.com/content/author/author_id/56382490000,56382490000,NA,Priemer D.S.,Priemer,David S.,D.S.,true,60029929,6
true,20,https://api.elsevier.com/content/author/author_id/6601961136,6601961136,NA,Kimberly W.T.,Kimberly,W. Taylor,W.T.,true,60029929,6
true,21,https://api.elsevier.com/content/author/author_id/8287639500,8287639500,NA,Polimeni J.R.,Polimeni,Jonathan R.,J.R.,true,60029929,6
true,22,https://api.elsevier.com/content/author/author_id/7202720912,7202720912,NA,Rosen B.R.,Rosen,Bruce R.,B.R.,true,60029929,6
true,23,https://api.elsevier.com/content/author/author_id/7003369437,7003369437,NA,Fischl B.,Fischl,Bruce,B.,true,60029929,6
true,24,https://api.elsevier.com/content/author/author_id/25825799200,25825799200,NA,Zürcher N.R.,Zürcher,Nicole R.,N.R.,true,60029929,6
true,25,https://api.elsevier.com/content/author/author_id/7005229214,7005229214,NA,Greve D.N.,Greve,Douglas N.,D.N.,true,60029929,6
true,26,https://api.elsevier.com/content/author/author_id/16417545700,16417545700,NA,Hooker J.M.,Hooker,Jacob M.,J.M.,true,60029929,6
true,27,https://api.elsevier.com/content/author/author_id/7405421635,7405421635,NA,Huang S.Y.,Huang,Susie Y.,S.Y.,true,60029929,6
true,28,https://api.elsevier.com/content/author/author_id/58793040300,58793040300,NA,Caruso A.,Caruso,Adam,A.,true,60029929,6
true,29,https://api.elsevier.com/content/author/author_id/58793018100,58793018100,NA,Smith G.A.,Smith,Gregory A.,G.A.,true,60279370,6
true,30,https://api.elsevier.com/content/author/author_id/58793018200,58793018200,NA,Szymanski T.G.,Szymanski,Timothy G.,T.G.,true,60279370,6
true,31,https://api.elsevier.com/content/author/author_id/7006308033,7006308033,NA,Perl D.P.,Perl,Daniel P.,D.P.,true,60279370,6
true,32,https://api.elsevier.com/content/author/author_id/14031270200,14031270200,NA,Dams-O’connor K.,Dams-O’connor,Kristen,K.,true,60279370,6
true,33,https://api.elsevier.com/content/author/author_id/59570938300,59570938300,NA,Donald C.L.M.,Donald,Christine L.Mac,C.L.M.,true,60279370,6
true,34,https://api.elsevier.com/content/author/author_id/56717726800,56717726800,NA,Bodien Y.G.,Bodien,Yelena G.,Y.G.,true,60029929,6
true,1,https://api.elsevier.com/content/author/author_id/57220107072,57220107072,NA,Huth T.,Huth,Thorben,T.,true,60003280,7
true,2,https://api.elsevier.com/content/author/author_id/58789898800,58789898800,NA,Dreher E.C.,Dreher,Emely C.,E.C.,true,60003280,7
true,3,https://api.elsevier.com/content/author/author_id/57223898013,57223898013,NA,Lemke S.,Lemke,Steffen,S.,true,60017246,7
true,4,https://api.elsevier.com/content/author/author_id/57221675685,57221675685,NA,Fritzsche S.,Fritzsche,Sarah,S.,true,60003280,7
true,5,https://api.elsevier.com/content/author/author_id/57214881502,57214881502,NA,Sugiyanto R.N.,Sugiyanto,Raisatun N.,R.N.,true,60003280,7
true,6,https://api.elsevier.com/content/author/author_id/56705376400,56705376400,NA,Castven D.,Castven,Darko,D.,true,60015196,7
true,7,https://api.elsevier.com/content/author/author_id/17338669100,17338669100,NA,Ibberson D.,Ibberson,David,D.,true,60016908,7
true,8,https://api.elsevier.com/content/author/author_id/12142056900,12142056900,NA,Sticht C.,Sticht,Carsten,C.,true,60257150,7
true,9,https://api.elsevier.com/content/author/author_id/13608692800,13608692800,NA,Eiteneuer E.,Eiteneuer,Eva,E.,true,60003280,7
true,10,https://api.elsevier.com/content/author/author_id/18836000200,18836000200,NA,Jauch A.,Jauch,Anna,A.,true,60016908,7
true,11,https://api.elsevier.com/content/author/author_id/16643663500,16643663500,NA,Pusch S.,Pusch,Stefan,S.,true,60003280,7
true,12,https://api.elsevier.com/content/author/author_id/57193567183,57193567183,NA,Albrecht T.,Albrecht,Thomas,T.,true,60003280,7
true,13,https://api.elsevier.com/content/author/author_id/15020769200,15020769200,NA,Goeppert B.,Goeppert,Benjamin,B.,true,60003280,7
true,14,https://api.elsevier.com/content/author/author_id/6602895687,6602895687,NA,Candia J.,Candia,Julián,J.,true,60017252,7
true,15,https://api.elsevier.com/content/author/author_id/55547110929,55547110929,NA,Wang X.W.,Wang,Xin Wei,X.W.,true,60013409,7
true,16,https://api.elsevier.com/content/author/author_id/7201362455,7201362455,NA,Ji J.,Ji,Junfang,J.,true,60117862,7
true,17,https://api.elsevier.com/content/author/author_id/36096818000,36096818000,NA,Marquardt J.U.,Marquardt,Jens U.,J.U.,true,60015196,7
true,18,https://api.elsevier.com/content/author/author_id/36446537500,36446537500,NA,Nahnsen S.,Nahnsen,Sven,S.,true,60017246,7
true,19,https://api.elsevier.com/content/author/author_id/7005272237,7005272237,NA,Schirmacher P.,Schirmacher,Peter,P.,true,60003280,7
true,20,https://api.elsevier.com/content/author/author_id/12243081900,12243081900,NA,Roessler S.,Roessler,Stephanie,S.,true,60003280,7
true,1,https://api.elsevier.com/content/author/author_id/36454942300,36454942300,0000-0002-2889-9586,Koseki T.,Koseki,Takenao,T.,true,60032525,8
true,2,https://api.elsevier.com/content/author/author_id/57214084329,57214084329,NA,Teramachi M.,Teramachi,Mayumi,M.,true,60032525,8
true,3,https://api.elsevier.com/content/author/author_id/57211920979,57211920979,NA,Koga M.,Koga,Minako,M.,true,112372606,8
true,4,https://api.elsevier.com/content/author/author_id/7201494788,7201494788,0000-0002-3530-3015,Ko M.S.H.,Ko,Minoru S.H.,M.S.H.,true,100803095,8
