@_fa,@seq,author-url,authid,orcid,authname,surname,given-name,initials,afid.@_fa,afid.$,entry_number
true,15,https://api.elsevier.com/content/author/author_id/56188100500,56188100500,0000-0001-9638-3912,Suhre K.,Suhre,Karsten,K.,true,60072750,4
true,16,https://api.elsevier.com/content/author/author_id/26643092100,26643092100,0000-0003-1858-5732,Kaddurah-Daouk R.,Kaddurah-Daouk,Rima,R.,true,60005200,4
true,17,https://api.elsevier.com/content/author/author_id/57208931487,57208931487,0000-0002-2368-7322,Kastenmüller G.,Kastenmüller,Gabi,G.,true,60024007,4
true,18,https://api.elsevier.com/content/author/author_id/16401981100,16401981100,0000-0003-4734-3791,Krumsiek J.,Krumsiek,Jan,J.,true,60007997,4
true,1,https://api.elsevier.com/content/author/author_id/24461161600,24461161600,NA,Chandrasekaran P.,Chandrasekaran,Prabha,P.,true,60017252,5
true,2,https://api.elsevier.com/content/author/author_id/57221342143,57221342143,NA,Krausz M.,Krausz,Máté,M.,true,60024805,5
true,3,https://api.elsevier.com/content/author/author_id/57221464095,57221464095,NA,Han Y.,Han,Yu,Y.,true,60017336,5
true,4,https://api.elsevier.com/content/author/author_id/35811014700,35811014700,NA,Mitsuiki N.,Mitsuiki,Noriko,N.,true,60024805,5
true,5,https://api.elsevier.com/content/author/author_id/57192679490,57192679490,NA,Gabrysch A.,Gabrysch,Annemarie,A.,true,60024805,5
true,6,https://api.elsevier.com/content/author/author_id/57204098275,57204098275,NA,Nöltner C.,Nöltner,Christina,C.,true,60024805,5
true,7,https://api.elsevier.com/content/author/author_id/7006416524,7006416524,NA,Proietti M.,Proietti,Michele,M.,true,60024805,5
true,8,https://api.elsevier.com/content/author/author_id/7005907946,7005907946,NA,Heller T.,Heller,Theo,T.,true,60008438,5
true,9,https://api.elsevier.com/content/author/author_id/57221469522,57221469522,NA,Grou C.,Grou,Caroline,C.,true,60002878,5
true,10,https://api.elsevier.com/content/author/author_id/57194159761,57194159761,NA,Calderon V.,Calderon,Virginie,V.,true,60002878,5
true,11,https://api.elsevier.com/content/author/author_id/57189631904,57189631904,NA,Subramanian P.,Subramanian,Poorani,P.,true,60017336,5
true,12,https://api.elsevier.com/content/author/author_id/28067847800,28067847800,NA,Jones D.R.,Jones,Drew R.,D.R.,true,60032105,5
true,13,https://api.elsevier.com/content/author/author_id/57223042764,57223042764,NA,Siu Y.,Siu,Yik,Y.,true,60032105,5
true,14,https://api.elsevier.com/content/author/author_id/6507426273,6507426273,NA,Deming C.,Deming,Clayton,C.,true,60013369,5
true,15,https://api.elsevier.com/content/author/author_id/15758942600,15758942600,NA,Conlan S.,Conlan,Sean,S.,true,60013369,5
true,16,https://api.elsevier.com/content/author/author_id/7201492425,7201492425,NA,Holland S.M.,Holland,Steven M.,S.M.,true,60017336,5
true,17,https://api.elsevier.com/content/author/author_id/57202793924,57202793924,NA,Segre J.A.,Segre,Julia A.,J.A.,true,60013369,5
true,18,https://api.elsevier.com/content/author/author_id/55628581608,55628581608,NA,Uzel G.,Uzel,Gulbu,G.,true,60017336,5
true,19,https://api.elsevier.com/content/author/author_id/26643476400,26643476400,NA,Grimbacher B.,Grimbacher,Bodo,B.,true,60024805,5
true,20,https://api.elsevier.com/content/author/author_id/56850172900,56850172900,0000-0002-5486-1549,Falcone E.L.,Falcone,Emilia Liana,E.L.,true,60017336,5
true,1,https://api.elsevier.com/content/author/author_id/57193721652,57193721652,0000-0002-4393-2612,Florez-Vargas O.,Florez-Vargas,Oscar,O.,true,60013409,6
true,2,https://api.elsevier.com/content/author/author_id/56275197000,56275197000,0000-0002-9143-2241,Ho M.,Ho,Michelle,M.,true,60013409,6
true,3,https://api.elsevier.com/content/author/author_id/57215042878,57215042878,0000-0002-4976-8067,Hogshead M.H.,Hogshead,Maxwell H.,M.H.,true,60013409,6
true,4,https://api.elsevier.com/content/author/author_id/57208187929,57208187929,0000-0003-3734-3018,Papenberg B.W.,Papenberg,Brenen W.,B.W.,true,60013409,6
true,5,https://api.elsevier.com/content/author/author_id/57247848200,57247848200,NA,Lee C.H.,Lee,Chia Han,C.H.,true,60013409,6
true,6,https://api.elsevier.com/content/author/author_id/59499464400,59499464400,0000-0002-1075-0935,Forsythe K.,Forsythe,Kaitlin,K.,true,60013409,6
true,7,https://api.elsevier.com/content/author/author_id/55471864600,55471864600,0000-0003-1584-8920,Jones K.,Jones,Kristine,K.,true,60109509,6
true,8,https://api.elsevier.com/content/author/author_id/57880760400,57880760400,NA,Luo W.,Luo,Wen,W.,true,60109509,6
true,9,https://api.elsevier.com/content/author/author_id/36515665600,36515665600,NA,Teshome K.,Teshome,Kedest,K.,true,60109509,6
true,10,https://api.elsevier.com/content/author/author_id/54881254200,54881254200,0000-0001-9358-8111,Blauwendraat C.,Blauwendraat,Cornelis,C.,true,60017252,6
true,11,https://api.elsevier.com/content/author/author_id/57200918410,57200918410,NA,Billingsley K.J.,Billingsley,Kimberly J.,K.J.,true,60017252,6
true,12,https://api.elsevier.com/content/author/author_id/55859503900,55859503900,0000-0002-5489-9045,Kolmogorov M.,Kolmogorov,Mikhail,M.,true,60013409,6
true,13,https://api.elsevier.com/content/author/author_id/57226652723,57226652723,0000-0001-5736-3193,Meredith M.,Meredith,Melissa,M.,true,60137794,6
true,14,https://api.elsevier.com/content/author/author_id/16507193300,16507193300,0000-0001-8863-3539,Paten B.,Paten,Benedict,B.,true,60137794,6
true,15,https://api.elsevier.com/content/author/author_id/11939421400,11939421400,0000-0002-2216-313X,Chari R.,Chari,Raj,R.,true,60109509,6
true,16,https://api.elsevier.com/content/author/author_id/59499540200,59499540200,NA,Zhang C.,Zhang,Chi,C.,true,60109509,6
true,17,https://api.elsevier.com/content/author/author_id/6603491957,6603491957,NA,Schneekloth J.S.,Schneekloth,John S.,J.S.,true,60027053,6
true,18,https://api.elsevier.com/content/author/author_id/57205131998,57205131998,0000-0001-6538-9705,Machiela M.J.,Machiela,Mitchell J.,M.J.,true,60013409,6
true,19,https://api.elsevier.com/content/author/author_id/7006047196,7006047196,0000-0002-2324-3393,Chanock S.J.,Chanock,Stephen J.,S.J.,true,60013409,6
true,20,https://api.elsevier.com/content/author/author_id/14045088500,14045088500,0000-0002-3255-8143,Gadalla S.M.,Gadalla,Shahinaz M.,S.M.,true,60013409,6
true,21,https://api.elsevier.com/content/author/author_id/57205756540,57205756540,0000-0001-6006-0740,Savage S.A.,Savage,Sharon A.,S.A.,true,60013409,6
true,22,https://api.elsevier.com/content/author/author_id/6603944316,6603944316,0000-0002-8273-9831,Mbulaiteye S.M.,Mbulaiteye,Sam M.,S.M.,true,60013409,6
true,23,https://api.elsevier.com/content/author/author_id/16426739500,16426739500,0000-0002-9622-2091,Prokunina-Olsson L.,Prokunina-Olsson,Ludmila,L.,true,60013409,6
true,1,https://api.elsevier.com/content/author/author_id/57192668792,57192668792,NA,D’Agostino M.,D’Agostino,Marco,M.,true,60012756,7
true,2,https://api.elsevier.com/content/author/author_id/55965660500,55965660500,NA,Sileno S.,Sileno,Sara,S.,true,60012756,7
true,3,https://api.elsevier.com/content/author/author_id/33467695400,33467695400,NA,Lulli D.,Lulli,Daniela,D.,true,60012756,7
true,4,https://api.elsevier.com/content/author/author_id/7006357152,7006357152,NA,De Luca N.,De Luca,Naomi,N.,true,60012756,7
true,5,https://api.elsevier.com/content/author/author_id/6701724540,6701724540,NA,Scarponi C.,Scarponi,Claudia,C.,true,60012756,7
true,6,https://api.elsevier.com/content/author/author_id/6505876335,6505876335,NA,Teson M.,Teson,Massimo,M.,true,60012756,7
true,7,https://api.elsevier.com/content/author/author_id/57192311608,57192311608,NA,Torcinaro A.,Torcinaro,Alessio,A.,true,60021199,7
true,8,https://api.elsevier.com/content/author/author_id/24823760800,24823760800,NA,De Santa F.,De Santa,Francesca,F.,true,60021199,7
true,9,https://api.elsevier.com/content/author/author_id/6603342453,6603342453,NA,Cirielli C.,Cirielli,Corrado,C.,true,60012756,7
true,10,https://api.elsevier.com/content/author/author_id/57189163752,57189163752,NA,Furgiuele S.,Furgiuele,Sergio,S.,true,115030170,7
true,11,https://api.elsevier.com/content/author/author_id/7006700127,7006700127,NA,Morrell C.H.,Morrell,Chris H.,C.H.,true,60017252,7
true,12,https://api.elsevier.com/content/author/author_id/6602773061,6602773061,NA,Dellambra E.,Dellambra,Elena,E.,true,60012756,7
true,13,https://api.elsevier.com/content/author/author_id/6602576754,6602576754,NA,Odorisio T.,Odorisio,Teresa,T.,true,60012756,7
true,14,https://api.elsevier.com/content/author/author_id/59343082400,59343082400,NA,Lakatta E.G.,Lakatta,Edward G.,E.G.,true,60017252,7
true,15,https://api.elsevier.com/content/author/author_id/22953030700,22953030700,NA,Avitabile D.,Avitabile,Daniele,D.,true,100379976,7
true,16,https://api.elsevier.com/content/author/author_id/7006301195,7006301195,NA,Capogrossi M.C.,Capogrossi,M. C.,M.C.,true,60017252,7
true,17,https://api.elsevier.com/content/author/author_id/8285624500,8285624500,0000-0002-9054-337X,Magenta A.,Magenta,Alessandra,A.,true,60012756,7
true,1,https://api.elsevier.com/content/author/author_id/58931655200,58931655200,NA,Shin H.,Shin,Hanuel,H.,true,60003087,8
true,2,https://api.elsevier.com/content/author/author_id/26665054400,26665054400,NA,Song M.,Song,Minkyo,M.,true,60017252,8
true,3,https://api.elsevier.com/content/author/author_id/36070307700,36070307700,NA,Bae S.,Bae,Sanghyuk,S.,true,60001727,8
true,1,https://api.elsevier.com/content/author/author_id/57214455849,57214455849,NA,Birkenbihl C.,Birkenbihl,Colin,C.,true,60002746,9
true,2,https://api.elsevier.com/content/author/author_id/59355334100,59355334100,NA,Cuppels M.,Cuppels,Madison,M.,true,60002746,9
true,3,https://api.elsevier.com/content/author/author_id/57208015284,57208015284,NA,Boyle R.T.,Boyle,Rory T.,R.T.,true,60003711,9
true,4,https://api.elsevier.com/content/author/author_id/58255647200,58255647200,NA,Klinger H.M.,Klinger,Hannah M.,H.M.,true,60002746,9
true,5,https://api.elsevier.com/content/author/author_id/57218516048,57218516048,NA,Langford O.,Langford,Oliver,O.,true,60029311,9
true,6,https://api.elsevier.com/content/author/author_id/57201199186,57201199186,NA,Coughlan G.T.,Coughlan,Gillian T.,G.T.,true,60002746,9
true,7,https://api.elsevier.com/content/author/author_id/57196425010,57196425010,NA,Properzi M.J.,Properzi,Michael J.,M.J.,true,60002746,9
true,8,https://api.elsevier.com/content/author/author_id/6603720116,6603720116,NA,Chhatwal J.,Chhatwal,Jasmeer,J.,true,60002746,9
true,9,https://api.elsevier.com/content/author/author_id/57218960944,57218960944,NA,Price J.C.,Price,Julie C.,J.C.,true,60002746,9
true,10,https://api.elsevier.com/content/author/author_id/57208041496,57208041496,NA,Schultz A.P.,Schultz,Aaron P.,A.P.,true,60002746,9
true,11,https://api.elsevier.com/content/author/author_id/6603380121,6603380121,NA,Rentz D.M.,Rentz,Dorene M.,D.M.,true,60002746,9
true,12,https://api.elsevier.com/content/author/author_id/45260942200,45260942200,NA,Amariglio R.E.,Amariglio,Rebecca E.,R.E.,true,60002746,9
true,13,https://api.elsevier.com/content/author/author_id/35398144000,35398144000,NA,Johnson K.A.,Johnson,Keith A.,K.A.,true,60002746,9
true,14,https://api.elsevier.com/content/author/author_id/7003754268,7003754268,NA,Gottesman R.F.,Gottesman,Rebecca F.,R.F.,true,60013780,9
true,15,https://api.elsevier.com/content/author/author_id/57208180641,57208180641,NA,Mukherjee S.,Mukherjee,Shubhabrata,S.,true,60028548,9
true,16,https://api.elsevier.com/content/author/author_id/7005861856,7005861856,NA,Maruff P.,Maruff,Paul,P.,true,60019578,9
true,17,https://api.elsevier.com/content/author/author_id/55155915600,55155915600,NA,Lim Y.Y.,Lim,Yen Ying,Y.Y.,true,60019578,9
true,18,https://api.elsevier.com/content/author/author_id/35373080600,35373080600,NA,Masters C.L.,Masters,Colin L.,C.L.,true,60026553,9
true,19,https://api.elsevier.com/content/author/author_id/57207892710,57207892710,NA,Beiser A.,Beiser,Alexa,A.,true,60006385,9
true,20,https://api.elsevier.com/content/author/author_id/7102831381,7102831381,NA,Resnick S.M.,Resnick,Susan M.,S.M.,true,60017252,9
true,21,https://api.elsevier.com/content/author/author_id/57194504448,57194504448,NA,Hughes T.M.,Hughes,Timothy M.,T.M.,true,60031437,9
true,22,https://api.elsevier.com/content/author/author_id/55331585900,55331585900,NA,Burnham S.,Burnham,Samantha,S.,true,60025685,9
true,23,https://api.elsevier.com/content/author/author_id/59692582800,59692582800,NA,Tunali I.,Tunali,Ilke,I.,true,60025685,9
true,24,https://api.elsevier.com/content/author/author_id/57222016391,57222016391,NA,Landau S.,Landau,Susan,S.,true,60025038,9
true,25,https://api.elsevier.com/content/author/author_id/57209815445,57209815445,NA,Cohen A.D.,Cohen,Ann D.,A.D.,true,60001361,9
true,26,https://api.elsevier.com/content/author/author_id/57201598532,57201598532,NA,Johnson S.C.,Johnson,Sterling C.,S.C.,true,60032179,9
true,27,https://api.elsevier.com/content/author/author_id/56440287300,56440287300,NA,Betthauser T.J.,Betthauser,Tobey J.,T.J.,true,60032179,9
true,28,https://api.elsevier.com/content/author/author_id/57211936432,57211936432,NA,Seshadri S.,Seshadri,Sudha,S.,true,60006385,9
true,29,https://api.elsevier.com/content/author/author_id/55147825800,55147825800,NA,Lockhart S.N.,Lockhart,Samuel N.,S.N.,true,60031437,9
true,30,https://api.elsevier.com/content/author/author_id/58755362400,58755362400,NA,O’Bryant S.E.,O’Bryant,Sid E.,S.E.,true,60011470,9
true,31,https://api.elsevier.com/content/author/author_id/8970407400,8970407400,NA,Vemuri P.,Vemuri,Prashanthi,P.,true,60005558,9
true,32,https://api.elsevier.com/content/author/author_id/7101961665,7101961665,NA,Sperling R.A.,Sperling,Reisa A.,R.A.,true,60002746,9
true,33,https://api.elsevier.com/content/author/author_id/57211697123,57211697123,NA,Hohman T.J.,Hohman,Timothy J.,T.J.,true,60030769,9
true,34,https://api.elsevier.com/content/author/author_id/16833592500,16833592500,NA,Donohue M.C.,Donohue,Michael C.,M.C.,true,60029311,9
true,35,https://api.elsevier.com/content/author/author_id/55792449200,55792449200,NA,Buckley R.F.,Buckley,Rachel F.,R.F.,true,60002746,9
true,1,https://api.elsevier.com/content/author/author_id/57203004854,57203004854,NA,Gonçalves T.R.,Gonçalves,Tatiana Rehder,T.R.,true,60005499,10
true,2,https://api.elsevier.com/content/author/author_id/35848291300,35848291300,NA,Cunha D.B.,Cunha,Diana Barbosa,D.B.,true,60005499,10
true,3,https://api.elsevier.com/content/author/author_id/13411342900,13411342900,NA,Mediano M.F.F.,Mediano,Mauro Felippe Felix,M.F.F.,true,60006183,10
true,4,https://api.elsevier.com/content/author/author_id/57189597502,57189597502,NA,Wanigatunga A.A.,Wanigatunga,Amal A.,A.A.,true,60006183,10
true,5,https://api.elsevier.com/content/author/author_id/7004348315,7004348315,NA,Simonsick E.M.,Simonsick,Eleanor M.,E.M.,true,60017252,10
true,6,https://api.elsevier.com/content/author/author_id/35749105400,35749105400,NA,Schrack J.A.,Schrack,Jennifer A.,J.A.,true,60006183,10
true,1,https://api.elsevier.com/content/author/author_id/58299223300,58299223300,0000-0001-8337-3467,Noto A.,Noto,Alessandro,A.,true,60010062,11
true,2,https://api.elsevier.com/content/author/author_id/57425697200,57425697200,NA,Valenzisi P.,Valenzisi,Pasquale,P.,true,60010062,11
true,3,https://api.elsevier.com/content/author/author_id/58642164000,58642164000,NA,Di Feo F.,Di Feo,Flavia,F.,true,60010062,11
true,4,https://api.elsevier.com/content/author/author_id/6602728241,6602728241,0000-0003-0807-930X,Fratini F.,Fratini,Federica,F.,true,60010062,11
true,5,https://api.elsevier.com/content/author/author_id/6504576617,6504576617,NA,Kulikowicz T.,Kulikowicz,Tomasz,T.,true,60017252,11
true,6,https://api.elsevier.com/content/author/author_id/7004135663,7004135663,NA,Sommers J.A.,Sommers,Joshua A.,J.A.,true,60017252,11
true,7,https://api.elsevier.com/content/author/author_id/58961325200,58961325200,NA,Perdichizzi B.,Perdichizzi,Benedetta,B.,true,60010062,11
true,8,https://api.elsevier.com/content/author/author_id/15036625400,15036625400,NA,Semproni M.,Semproni,Maurizio,M.,true,60010062,11
true,9,https://api.elsevier.com/content/author/author_id/57198287051,57198287051,NA,Palermo V.,Palermo,Valentina,V.,true,60010062,11
true,10,https://api.elsevier.com/content/author/author_id/7004350369,7004350369,0000-0003-0156-1494,Crescenzi M.,Crescenzi,Marco,M.,true,60010062,11
true,11,https://api.elsevier.com/content/author/author_id/7004866195,7004866195,0000-0003-2676-4327,Brosh R.M.,Brosh,Robert M.,R.M.,true,60017252,11
true,12,https://api.elsevier.com/content/author/author_id/56260219900,56260219900,NA,Franchitto A.,Franchitto,Annapaola,A.,true,60010062,11
true,13,https://api.elsevier.com/content/author/author_id/57190310465,57190310465,0000-0002-2702-3523,Pichierri P.,Pichierri,Pietro,P.,true,60010062,11
true,1,https://api.elsevier.com/content/author/author_id/57205217212,57205217212,NA,Peterson T.E.,Peterson,Tess E.,T.E.,true,60001117,12
true,2,https://api.elsevier.com/content/author/author_id/56024012500,56024012500,0000-0002-0578-2668,Hahn V.S.,Hahn,Virginia S.,V.S.,true,60001117,12
true,3,https://api.elsevier.com/content/author/author_id/6602805658,6602805658,0000-0002-6812-0127,Moaddel R.,Moaddel,Ruin,R.,true,60017252,12
true,4,https://api.elsevier.com/content/author/author_id/56418933800,56418933800,NA,Zhu M.,Zhu,Min,M.,true,60017252,12
true,5,https://api.elsevier.com/content/author/author_id/8634426500,8634426500,NA,Haberlen S.A.,Haberlen,Sabina A.,S.A.,true,60006183,12
true,6,https://api.elsevier.com/content/author/author_id/6701743358,6701743358,NA,Palella F.J.,Palella,Frank J.,F.J.,true,60013227,12
true,7,https://api.elsevier.com/content/author/author_id/6603561558,6603561558,NA,Plankey M.,Plankey,Michael,M.,true,60023927,12
true,8,https://api.elsevier.com/content/author/author_id/7201629332,7201629332,0000-0002-6020-4625,Bader J.S.,Bader,Joel S.,J.S.,true,60145989,12
true,9,https://api.elsevier.com/content/author/author_id/7202778154,7202778154,0000-0001-8756-6995,Lima J.A.C.,Lima,Joao A.C.,J.A.C.,true,60001117,12
true,10,https://api.elsevier.com/content/author/author_id/6603803894,6603803894,0000-0002-6767-7687,Gerszten R.E.,Gerszten,Robert E.,R.E.,true,60030058,12
true,11,https://api.elsevier.com/content/author/author_id/57209222891,57209222891,0000-0001-7191-1723,Rotter J.I.,Rotter,Jerome I.,J.I.,true,60016081,12
true,12,https://api.elsevier.com/content/author/author_id/57216593979,57216593979,0000-0003-3872-7793,Rich S.S.,Rich,Stephen S.,S.S.,true,60021918,12
true,13,https://api.elsevier.com/content/author/author_id/57203104717,57203104717,0000-0002-7100-512X,Heckbert S.R.,Heckbert,Susan R.,S.R.,true,60015481,12
true,14,https://api.elsevier.com/content/author/author_id/35454021400,35454021400,0000-0002-7829-1405,Kirk G.D.,Kirk,Gregory D.,G.D.,true,60006183,12
true,15,https://api.elsevier.com/content/author/author_id/6602653595,6602653595,NA,Piggott D.A.,Piggott,Damani A.,D.A.,true,60006183,12
true,16,https://api.elsevier.com/content/author/author_id/57215726620,57215726620,0000-0002-6273-1613,Ferrucci L.,Ferrucci,Luigi,L.,true,60017252,12
true,17,https://api.elsevier.com/content/author/author_id/35240837000,35240837000,NA,Margolick J.B.,Margolick,Joseph B.,J.B.,true,60006183,12
true,18,https://api.elsevier.com/content/author/author_id/7404319468,7404319468,NA,Brown T.T.,Brown,Todd T.,T.T.,true,60006183,12
